disease_id,gene_id
DOID:1024,5071
DOID:1024,6392
DOID:1024,6556
DOID:1024,7096
DOID:1024,7097
DOID:1024,7124
DOID:1024,8767
DOID:1024,9966
DOID:1024,10981
DOID:1024,64127
DOID:1024,135138
DOID:1024,144811
DOID:1024,149233
DOID:10283,9
DOID:10283,10
DOID:10283,12
DOID:10283,28
DOID:10283,43
DOID:10283,55
DOID:10283,142
DOID:10283,154
DOID:10283,173
DOID:10283,196
DOID:10283,207
DOID:10283,249
DOID:10283,250
DOID:10283,251
DOID:10283,301
DOID:10283,306
DOID:10283,307
DOID:10283,316
DOID:10283,324
DOID:10283,328
DOID:10283,354
DOID:10283,356
DOID:10283,367
DOID:10283,384
DOID:10283,429
DOID:10283,463
DOID:10283,467
DOID:10283,472
DOID:10283,563
DOID:10283,567
DOID:10283,572
DOID:10283,581
DOID:10283,595
DOID:10283,596
DOID:10283,598
DOID:10283,632
DOID:10283,655
DOID:10283,658
DOID:10283,664
DOID:10283,672
DOID:10283,675
DOID:10283,678
DOID:10283,796
DOID:10283,811
DOID:10283,826
DOID:10283,836
DOID:10283,839
DOID:10283,842
DOID:10283,857
DOID:10283,858
DOID:10283,861
DOID:10283,873
DOID:10283,894
DOID:10283,923
DOID:10283,928
DOID:10283,999
DOID:10283,1012
DOID:10283,1026
DOID:10283,1027
DOID:10283,1113
DOID:10283,1160
DOID:10283,1191
DOID:10283,1200
DOID:10283,1266
DOID:10283,1312
DOID:10283,1316
DOID:10283,1365
DOID:10283,1366
DOID:10283,1387
DOID:10283,1410
DOID:10283,1465
DOID:10283,1469
DOID:10283,1474
DOID:10283,1488
DOID:10283,1489
DOID:10283,1499
DOID:10283,1508
DOID:10283,1509
DOID:10283,1543
DOID:10283,1545
DOID:10283,1548
DOID:10283,1557
DOID:10283,1562
DOID:10283,1571
DOID:10283,1576
DOID:10283,1577
DOID:10283,1586
DOID:10283,1588
DOID:10283,1605
DOID:10283,1636
DOID:10283,1647
DOID:10283,1672
DOID:10283,1728
DOID:10283,1775
DOID:10283,1786
DOID:10283,1789
DOID:10283,1902
DOID:10283,1950
DOID:10283,1956
DOID:10283,1958
DOID:10283,2012
DOID:10283,2014
DOID:10283,2033
DOID:10283,2048
DOID:10283,2052
DOID:10283,2064
DOID:10283,2065
DOID:10283,2068
DOID:10283,2078
DOID:10283,2099
DOID:10283,2100
DOID:10283,2115
DOID:10283,2118
DOID:10283,2146
DOID:10283,2158
DOID:10283,2182
DOID:10283,2192
DOID:10283,2247
DOID:10283,2255
DOID:10283,2263
DOID:10283,2264
DOID:10283,2272
DOID:10283,2296
DOID:10283,2346
DOID:10283,2591
DOID:10283,2650
DOID:10283,2678
DOID:10283,2690
DOID:10283,2697
DOID:10283,2787
DOID:10283,2796
DOID:10283,2803
DOID:10283,2878
DOID:10283,2886
DOID:10283,2908
DOID:10283,2922
DOID:10283,2923
DOID:10283,2925
DOID:10283,2932
DOID:10283,2938
DOID:10283,2939
DOID:10283,2940
DOID:10283,2941
DOID:10283,2944
DOID:10283,2947
DOID:10283,2950
DOID:10283,2952
DOID:10283,3047
DOID:10283,3048
DOID:10283,3091
DOID:10283,3092
DOID:10283,3169
DOID:10283,3171
DOID:10283,3187
DOID:10283,3232
DOID:10283,3248
DOID:10283,3249
DOID:10283,3283
DOID:10283,3284
DOID:10283,3292
DOID:10283,3293
DOID:10283,3303
DOID:10283,3326
DOID:10283,3383
DOID:10283,3399
DOID:10283,3479
DOID:10283,3480
DOID:10283,3486
DOID:10283,3489
DOID:10283,3490
DOID:10283,3557
DOID:10283,3558
DOID:10283,3569
DOID:10283,3576
DOID:10283,3586
DOID:10283,3603
DOID:10283,3606
DOID:10283,3630
DOID:10283,3655
DOID:10283,3667
DOID:10283,3690
DOID:10283,3708
DOID:10283,3717
DOID:10283,3728
DOID:10283,3732
DOID:10283,3782
DOID:10283,3791
DOID:10283,3817
DOID:10283,3845
DOID:10283,3913
DOID:10283,3915
DOID:10283,3925
DOID:10283,3945
DOID:10283,3952
DOID:10283,3977
DOID:10283,4023
DOID:10283,4036
DOID:10283,4072
DOID:10283,4074
DOID:10283,4158
DOID:10283,4193
DOID:10283,4194
DOID:10283,4282
DOID:10283,4288
DOID:10283,4292
DOID:10283,4311
DOID:10283,4313
DOID:10283,4316
DOID:10283,4318
DOID:10283,4322
DOID:10283,4353
DOID:10283,4437
DOID:10283,4477
DOID:10283,4481
DOID:10283,4502
DOID:10283,4507
DOID:10283,4524
DOID:10283,4585
DOID:10283,4601
DOID:10283,4609
DOID:10283,4669
DOID:10283,4683
DOID:10283,4780
DOID:10283,4782
DOID:10283,4804
DOID:10283,4824
DOID:10283,4846
DOID:10283,4878
DOID:10283,4883
DOID:10283,4925
DOID:10283,4968
DOID:10283,5034
DOID:10283,5054
DOID:10283,5074
DOID:10283,5100
DOID:10283,5116
DOID:10283,5144
DOID:10283,5159
DOID:10283,5160
DOID:10283,5172
DOID:10283,5174
DOID:10283,5176
DOID:10283,5179
DOID:10283,5224
DOID:10283,5273
DOID:10283,5290
DOID:10283,5291
DOID:10283,5293
DOID:10283,5294
DOID:10283,5328
DOID:10283,5329
DOID:10283,5330
DOID:10283,5364
DOID:10283,5396
DOID:10283,5420
DOID:10283,5444
DOID:10283,5462
DOID:10283,5465
DOID:10283,5530
DOID:10283,5567
DOID:10283,5588
DOID:10283,5590
DOID:10283,5591
DOID:10283,5604
DOID:10283,5610
DOID:10283,5611
DOID:10283,5621
DOID:10283,5630
DOID:10283,5652
DOID:10283,5728
DOID:10283,5743
DOID:10283,5744
DOID:10283,5796
DOID:10283,5859
DOID:10283,5887
DOID:10283,5890
DOID:10283,6019
DOID:10283,6038
DOID:10283,6041
DOID:10283,6134
DOID:10283,6136
DOID:10283,6185
DOID:10283,6223
DOID:10283,6237
DOID:10283,6256
DOID:10283,6296
DOID:10283,6376
DOID:10283,6387
DOID:10283,6414
DOID:10283,6462
DOID:10283,6528
DOID:10283,6541
DOID:10283,6558
DOID:10283,6580
DOID:10283,6581
DOID:10283,6648
DOID:10283,6662
DOID:10283,6695
DOID:10283,6714
DOID:10283,6715
DOID:10283,6716
DOID:10283,6746
DOID:10283,6757
DOID:10283,6768
DOID:10283,6774
DOID:10283,6783
DOID:10283,6790
DOID:10283,6810
DOID:10283,6817
DOID:10283,6820
DOID:10283,6822
DOID:10283,6836
DOID:10283,6885
DOID:10283,6910
DOID:10283,6916
DOID:10283,6928
DOID:10283,6948
DOID:10283,6950
DOID:10283,7001
DOID:10283,7015
DOID:10283,7039
DOID:10283,7040
DOID:10283,7046
DOID:10283,7048
DOID:10283,7054
DOID:10283,7057
DOID:10283,7079
DOID:10283,7099
DOID:10283,7100
DOID:10283,7110
DOID:10283,7111
DOID:10283,7113
DOID:10283,7114
DOID:10283,7153
DOID:10283,7157
DOID:10283,7162
DOID:10283,7163
DOID:10283,7164
DOID:10283,7178
DOID:10283,7184
DOID:10283,7185
DOID:10283,7263
DOID:10283,7298
DOID:10283,7352
DOID:10283,7366
DOID:10283,7367
DOID:10283,7372
DOID:10283,7421
DOID:10283,7422
DOID:10283,7430
DOID:10283,7431
DOID:10283,7432
DOID:10283,7486
DOID:10283,7490
DOID:10283,7515
DOID:10283,7546
DOID:10283,7763
DOID:10283,7984
DOID:10283,7991
DOID:10283,8000
DOID:10283,8202
DOID:10283,8339
DOID:10283,8365
DOID:10283,8379
DOID:10283,8405
DOID:10283,8409
DOID:10283,8537
DOID:10283,8560
DOID:10283,8600
DOID:10283,8615
DOID:10283,8644
DOID:10283,8648
DOID:10283,8661
DOID:10283,8667
DOID:10283,8702
DOID:10283,8720
DOID:10283,8743
DOID:10283,8754
DOID:10283,8797
DOID:10283,8804
DOID:10283,8829
DOID:10283,8854
DOID:10283,8895
DOID:10283,8932
DOID:10283,9080
DOID:10283,9189
DOID:10283,9380
DOID:10283,9420
DOID:10283,9446
DOID:10283,9518
DOID:10283,9538
DOID:10283,9622
DOID:10283,9687
DOID:10283,9709
DOID:10283,9855
DOID:10283,9899
DOID:10283,9968
DOID:10283,9985
DOID:10283,10040
DOID:10283,10158
DOID:10283,10207
DOID:10283,10263
DOID:10283,10296
DOID:10283,10333
DOID:10283,10397
DOID:10283,10417
DOID:10283,10439
DOID:10283,10451
DOID:10283,10481
DOID:10283,10499
DOID:10283,10516
DOID:10283,10551
DOID:10283,10587
DOID:10283,10611
DOID:10283,10625
DOID:10283,10630
DOID:10283,10809
DOID:10283,10857
DOID:10283,10928
DOID:10283,10945
DOID:10283,10948
DOID:10283,10951
DOID:10283,10955
DOID:10283,10961
DOID:10283,10979
DOID:10283,11005
DOID:10283,11009
DOID:10283,11026
DOID:10283,11176
DOID:10283,11178
DOID:10283,11187
DOID:10283,11200
DOID:10283,22853
DOID:10283,23037
DOID:10283,23071
DOID:10283,23197
DOID:10283,23204
DOID:10283,23301
DOID:10283,23411
DOID:10283,23600
DOID:10283,23635
DOID:10283,23671
DOID:10283,23753
DOID:10283,25818
DOID:10283,25932
DOID:10283,25976
DOID:10283,26227
DOID:10283,26298
DOID:10283,26499
DOID:10283,26575
DOID:10283,26579
DOID:10283,27134
DOID:10283,27173
DOID:10283,27232
DOID:10283,27242
DOID:10283,27294
DOID:10283,27306
DOID:10283,28999
DOID:10283,29087
DOID:10283,29841
DOID:10283,29893
DOID:10283,29968
DOID:10283,30008
DOID:10283,51084
DOID:10283,51132
DOID:10283,51135
DOID:10283,51181
DOID:10283,51341
DOID:10283,51380
DOID:10283,51651
DOID:10283,51655
DOID:10283,53916
DOID:10283,54361
DOID:10283,54363
DOID:10283,54431
DOID:10283,54535
DOID:10283,54756
DOID:10283,54790
DOID:10283,54847
DOID:10283,55198
DOID:10283,55210
DOID:10283,55256
DOID:10283,55275
DOID:10283,55312
DOID:10283,55577
DOID:10283,55819
DOID:10283,55829
DOID:10283,55840
DOID:10283,56616
DOID:10283,56849
DOID:10283,56924
DOID:10283,57185
DOID:10283,59084
DOID:10283,59344
DOID:10283,60526
DOID:10283,60528
DOID:10283,60678
DOID:10283,63892
DOID:10283,63940
DOID:10283,64240
DOID:10283,64374
DOID:10283,64641
DOID:10283,64816
DOID:10283,79083
DOID:10283,79574
DOID:10283,79784
DOID:10283,79807
DOID:10283,81037
DOID:10283,81285
DOID:10283,81567
DOID:10283,81603
DOID:10283,83259
DOID:10283,84071
DOID:10283,84519
DOID:10283,84619
DOID:10283,84624
DOID:10283,84818
DOID:10283,85414
DOID:10283,90338
DOID:10283,91272
DOID:10283,93611
DOID:10283,114609
DOID:10283,116113
DOID:10283,134218
DOID:10283,136991
DOID:10283,150084
DOID:10283,153090
DOID:10283,221895
DOID:10283,222546
DOID:10283,246778
DOID:10283,253461
DOID:10283,283237
DOID:10283,373156
DOID:10283,389058
DOID:10283,399694
DOID:10534,70
DOID:10534,123
DOID:10534,153
DOID:10534,154
DOID:10534,174
DOID:10534,186
DOID:10534,196
DOID:10534,213
DOID:10534,220
DOID:10534,229
DOID:10534,240
DOID:10534,301
DOID:10534,308
DOID:10534,324
DOID:10534,328
DOID:10534,329
DOID:10534,332
DOID:10534,335
DOID:10534,374
DOID:10534,387
DOID:10534,501
DOID:10534,595
DOID:10534,627
DOID:10534,637
DOID:10534,645
DOID:10534,650
DOID:10534,655
DOID:10534,664
DOID:10534,759
DOID:10534,760
DOID:10534,841
DOID:10534,843
DOID:10534,857
DOID:10534,864
DOID:10534,960
DOID:10534,999
DOID:10534,1000
DOID:10534,1019
DOID:10534,1026
DOID:10534,1027
DOID:10534,1029
DOID:10534,1032
DOID:10534,1044
DOID:10534,1045
DOID:10534,1075
DOID:10534,1152
DOID:10534,1182
DOID:10534,1201
DOID:10534,1316
DOID:10534,1365
DOID:10534,1469
DOID:10534,1496
DOID:10534,1514
DOID:10534,1548
DOID:10534,1636
DOID:10534,1642
DOID:10534,1647
DOID:10534,1674
DOID:10534,1786
DOID:10534,1789
DOID:10534,1798
DOID:10534,1806
DOID:10534,1839
DOID:10534,1890
DOID:10534,1892
DOID:10534,1915
DOID:10534,1917
DOID:10534,1956
DOID:10534,2023
DOID:10534,2064
DOID:10534,2067
DOID:10534,2068
DOID:10534,2149
DOID:10534,2203
DOID:10534,2263
DOID:10534,2266
DOID:10534,2272
DOID:10534,2286
DOID:10534,2520
DOID:10534,2534
DOID:10534,2737
DOID:10534,2944
DOID:10534,2950
DOID:10534,2952
DOID:10534,3162
DOID:10534,3191
DOID:10534,3199
DOID:10534,3265
DOID:10534,3312
DOID:10534,3315
DOID:10534,3329
DOID:10534,3350
DOID:10534,3384
DOID:10534,3400
DOID:10534,3420
DOID:10534,3486
DOID:10534,3490
DOID:10534,3553
DOID:10534,3557
DOID:10534,3569
DOID:10534,3570
DOID:10534,3572
DOID:10534,3576
DOID:10534,3586
DOID:10534,3621
DOID:10534,3659
DOID:10534,3678
DOID:10534,3725
DOID:10534,3814
DOID:10534,3845
DOID:10534,3856
DOID:10534,3958
DOID:10534,3992
DOID:10534,4074
DOID:10534,4089
DOID:10534,4139
DOID:10534,4233
DOID:10534,4291
DOID:10534,4297
DOID:10534,4313
DOID:10534,4318
DOID:10534,4319
DOID:10534,4487
DOID:10534,4502
DOID:10534,4524
DOID:10534,4583
DOID:10534,4588
DOID:10534,4595
DOID:10534,4599
DOID:10534,4609
DOID:10534,4661
DOID:10534,4695
DOID:10534,4719
DOID:10534,4723
DOID:10534,4846
DOID:10534,4869
DOID:10534,4907
DOID:10534,5036
DOID:10534,5054
DOID:10534,5055
DOID:10534,5080
DOID:10534,5160
DOID:10534,5223
DOID:10534,5245
DOID:10534,5265
DOID:10534,5290
DOID:10534,5325
DOID:10534,5328
DOID:10534,5468
DOID:10534,5478
DOID:10534,5480
DOID:10534,5518
DOID:10534,5524
DOID:10534,5550
DOID:10534,5562
DOID:10534,5564
DOID:10534,5579
DOID:10534,5594
DOID:10534,5595
DOID:10534,5599
DOID:10534,5621
DOID:10534,5655
DOID:10534,5743
DOID:10534,5792
DOID:10534,5793
DOID:10534,5886
DOID:10534,5915
DOID:10534,5918
DOID:10534,5947
DOID:10534,5950
DOID:10534,5967
DOID:10534,5997
DOID:10534,6095
DOID:10534,6137
DOID:10534,6138
DOID:10534,6141
DOID:10534,6194
DOID:10534,6209
DOID:10534,6223
DOID:10534,6227
DOID:10534,6231
DOID:10534,6257
DOID:10534,6279
DOID:10534,6443
DOID:10534,6506
DOID:10534,6615
DOID:10534,6628
DOID:10534,6648
DOID:10534,6678
DOID:10534,6700
DOID:10534,6721
DOID:10534,6774
DOID:10534,6926
DOID:10534,7022
DOID:10534,7031
DOID:10534,7039
DOID:10534,7056
DOID:10534,7078
DOID:10534,7124
DOID:10534,7157
DOID:10534,7170
DOID:10534,7291
DOID:10534,7298
DOID:10534,7372
DOID:10534,7422
DOID:10534,7515
DOID:10534,7517
DOID:10534,7730
DOID:10534,8000
DOID:10534,8148
DOID:10534,8189
DOID:10534,8190
DOID:10534,8289
DOID:10534,8516
DOID:10534,8530
DOID:10534,8611
DOID:10534,8644
DOID:10534,8660
DOID:10534,8701
DOID:10534,8744
DOID:10534,8802
DOID:10534,8857
DOID:10534,8991
DOID:10534,9136
DOID:10534,9212
DOID:10534,9277
DOID:10534,9725
DOID:10534,9788
DOID:10534,9805
DOID:10534,10131
DOID:10534,10148
DOID:10534,10232
DOID:10534,10330
DOID:10534,10468
DOID:10534,10528
DOID:10534,10550
DOID:10534,10574
DOID:10534,10628
DOID:10534,10892
DOID:10534,11197
DOID:10534,11200
DOID:10534,23201
DOID:10534,23246
DOID:10534,25796
DOID:10534,25824
DOID:10534,26135
DOID:10534,26137
DOID:10534,26585
DOID:10534,27034
DOID:10534,27131
DOID:10534,27145
DOID:10534,27339
DOID:10534,28954
DOID:10534,28973
DOID:10534,28998
DOID:10534,29108
DOID:10534,29777
DOID:10534,29894
DOID:10534,50813
DOID:10534,51035
DOID:10534,51042
DOID:10534,51146
DOID:10534,51196
DOID:10534,51292
DOID:10534,51501
DOID:10534,51594
DOID:10534,51728
DOID:10534,51741
DOID:10534,53635
DOID:10534,54474
DOID:10534,54739
DOID:10534,54894
DOID:10534,55739
DOID:10534,55743
DOID:10534,56287
DOID:10534,56915
DOID:10534,57497
DOID:10534,57610
DOID:10534,58508
DOID:10534,59340
DOID:10534,64963
DOID:10534,79187
DOID:10534,79633
DOID:10534,79852
DOID:10534,80324
DOID:10534,80328
DOID:10534,81605
DOID:10534,83998
DOID:10534,84364
DOID:10534,84527
DOID:10534,84634
DOID:10534,84654
DOID:10534,84790
DOID:10534,90338
DOID:10534,116135
DOID:10534,125997
DOID:10534,131566
DOID:10534,200504
DOID:10608,864
DOID:10608,920
DOID:10608,925
DOID:10608,941
DOID:10608,973
DOID:10608,1232
DOID:10608,1233
DOID:10608,1493
DOID:10608,1861
DOID:10608,2113
DOID:10608,2212
DOID:10608,3115
DOID:10608,3117
DOID:10608,3119
DOID:10608,3123
DOID:10608,3586
DOID:10608,3592
DOID:10608,3600
DOID:10608,3605
DOID:10608,3938
DOID:10608,4026
DOID:10608,4153
DOID:10608,4650
DOID:10608,5341
DOID:10608,5550
DOID:10608,5771
DOID:10608,5796
DOID:10608,5996
DOID:10608,7052
DOID:10608,7128
DOID:10608,8718
DOID:10608,8764
DOID:10608,8807
DOID:10608,10019
DOID:10608,23308
DOID:10608,29851
DOID:10608,57178
DOID:10608,57514
DOID:10608,59067
DOID:10608,60468
DOID:10608,79258
DOID:10608,84162
DOID:10608,117289
DOID:10608,149233
DOID:10608,150962
DOID:10608,387357
DOID:10608,389015
DOID:10608,100507436
DOID:10652,2
DOID:10652,12
DOID:10652,19
DOID:10652,43
DOID:10652,102
DOID:10652,177
DOID:10652,207
DOID:10652,267
DOID:10652,274
DOID:10652,322
DOID:10652,323
DOID:10652,327
DOID:10652,333
DOID:10652,334
DOID:10652,347
DOID:10652,348
DOID:10652,351
DOID:10652,498
DOID:10652,581
DOID:10652,590
DOID:10652,596
DOID:10652,627
DOID:10652,642
DOID:10652,762
DOID:10652,801
DOID:10652,836
DOID:10652,857
DOID:10652,945
DOID:10652,1020
DOID:10652,1103
DOID:10652,1137
DOID:10652,1139
DOID:10652,1141
DOID:10652,1191
DOID:10652,1200
DOID:10652,1234
DOID:10652,1356
DOID:10652,1378
DOID:10652,1385
DOID:10652,1392
DOID:10652,1410
DOID:10652,1471
DOID:10652,1508
DOID:10652,1509
DOID:10652,1565
DOID:10652,1627
DOID:10652,1636
DOID:10652,1718
DOID:10652,1742
DOID:10652,1795
DOID:10652,1808
DOID:10652,1827
DOID:10652,1965
DOID:10652,2023
DOID:10652,2041
DOID:10652,2099
DOID:10652,2147
DOID:10652,2185
DOID:10652,2597
DOID:10652,2670
DOID:10652,2890
DOID:10652,2896
DOID:10652,2897
DOID:10652,2898
DOID:10652,2904
DOID:10652,2931
DOID:10652,2932
DOID:10652,3028
DOID:10652,3075
DOID:10652,3077
DOID:10652,3162
DOID:10652,3329
DOID:10652,3356
DOID:10652,3362
DOID:10652,3375
DOID:10652,3416
DOID:10652,3479
DOID:10652,3480
DOID:10652,3481
DOID:10652,3482
DOID:10652,3552
DOID:10652,3553
DOID:10652,3569
DOID:10652,3600
DOID:10652,3630
DOID:10652,3635
DOID:10652,3952
DOID:10652,4023
DOID:10652,4035
DOID:10652,4129
DOID:10652,4133
DOID:10652,4137
DOID:10652,4208
DOID:10652,4311
DOID:10652,4353
DOID:10652,4504
DOID:10652,4524
DOID:10652,4535
DOID:10652,4803
DOID:10652,4804
DOID:10652,4843
DOID:10652,4846
DOID:10652,4851
DOID:10652,4852
DOID:10652,4915
DOID:10652,4968
DOID:10652,5176
DOID:10652,5252
DOID:10652,5300
DOID:10652,5328
DOID:10652,5444
DOID:10652,5468
DOID:10652,5524
DOID:10652,5530
DOID:10652,5536
DOID:10652,5582
DOID:10652,5599
DOID:10652,5610
DOID:10652,5621
DOID:10652,5649
DOID:10652,5653
DOID:10652,5663
DOID:10652,5664
DOID:10652,5697
DOID:10652,5742
DOID:10652,5743
DOID:10652,5819
DOID:10652,6285
DOID:10652,6347
DOID:10652,6532
DOID:10652,6572
DOID:10652,6622
DOID:10652,6647
DOID:10652,6648
DOID:10652,6653
DOID:10652,6750
DOID:10652,6855
DOID:10652,7018
DOID:10652,7019
DOID:10652,7040
DOID:10652,7124
DOID:10652,7133
DOID:10652,7157
DOID:10652,7161
DOID:10652,7167
DOID:10652,7276
DOID:10652,7422
DOID:10652,7782
DOID:10652,8301
DOID:10652,9436
DOID:10652,9445
DOID:10652,9507
DOID:10652,9509
DOID:10652,9846
DOID:10652,10313
DOID:10652,10347
DOID:10652,10452
DOID:10652,10658
DOID:10652,10858
DOID:10652,10891
DOID:10652,10971
DOID:10652,10979
DOID:10652,22976
DOID:10652,23236
DOID:10652,23237
DOID:10652,23385
DOID:10652,23435
DOID:10652,23583
DOID:10652,23607
DOID:10652,23621
DOID:10652,23646
DOID:10652,25825
DOID:10652,25902
DOID:10652,26330
DOID:10652,27328
DOID:10652,28951
DOID:10652,29119
DOID:10652,29979
DOID:10652,51083
DOID:10652,51107
DOID:10652,51314
DOID:10652,51338
DOID:10652,54209
DOID:10652,55063
DOID:10652,55103
DOID:10652,55676
DOID:10652,55691
DOID:10652,55851
DOID:10652,57091
DOID:10652,64231
DOID:10652,120892
DOID:10652,123041
DOID:10652,169792
DOID:10652,246744
DOID:10652,255022
DOID:10652,594857
DOID:10763,18
DOID:10763,26
DOID:10763,70
DOID:10763,94
DOID:10763,100
DOID:10763,111
DOID:10763,118
DOID:10763,119
DOID:10763,120
DOID:10763,133
DOID:10763,134
DOID:10763,148
DOID:10763,150
DOID:10763,151
DOID:10763,153
DOID:10763,154
DOID:10763,156
DOID:10763,177
DOID:10763,183
DOID:10763,185
DOID:10763,186
DOID:10763,187
DOID:10763,191
DOID:10763,196
DOID:10763,207
DOID:10763,208
DOID:10763,210
DOID:10763,211
DOID:10763,213
DOID:10763,217
DOID:10763,239
DOID:10763,240
DOID:10763,241
DOID:10763,246
DOID:10763,284
DOID:10763,285
DOID:10763,301
DOID:10763,308
DOID:10763,332
DOID:10763,335
DOID:10763,338
DOID:10763,348
DOID:10763,358
DOID:10763,359
DOID:10763,361
DOID:10763,367
DOID:10763,383
DOID:10763,384
DOID:10763,387
DOID:10763,396
DOID:10763,412
DOID:10763,462
DOID:10763,476
DOID:10763,477
DOID:10763,481
DOID:10763,486
DOID:10763,489
DOID:10763,490
DOID:10763,492
DOID:10763,501
DOID:10763,551
DOID:10763,552
DOID:10763,554
DOID:10763,596
DOID:10763,623
DOID:10763,624
DOID:10763,659
DOID:10763,672
DOID:10763,718
DOID:10763,768
DOID:10763,796
DOID:10763,801
DOID:10763,805
DOID:10763,846
DOID:10763,847
DOID:10763,857
DOID:10763,871
DOID:10763,875
DOID:10763,898
DOID:10763,948
DOID:10763,954
DOID:10763,959
DOID:10763,973
DOID:10763,1026
DOID:10763,1029
DOID:10763,1036
DOID:10763,1071
DOID:10763,1075
DOID:10763,1113
DOID:10763,1116
DOID:10763,1187
DOID:10763,1188
DOID:10763,1191
DOID:10763,1215
DOID:10763,1234
DOID:10763,1268
DOID:10763,1277
DOID:10763,1281
DOID:10763,1312
DOID:10763,1329
DOID:10763,1356
DOID:10763,1360
DOID:10763,1373
DOID:10763,1394
DOID:10763,1395
DOID:10763,1401
DOID:10763,1471
DOID:10763,1486
DOID:10763,1490
DOID:10763,1524
DOID:10763,1535
DOID:10763,1536
DOID:10763,1543
DOID:10763,1562
DOID:10763,1573
DOID:10763,1577
DOID:10763,1579
DOID:10763,1583
DOID:10763,1584
DOID:10763,1585
DOID:10763,1586
DOID:10763,1588
DOID:10763,1621
DOID:10763,1636
DOID:10763,1666
DOID:10763,1813
DOID:10763,1814
DOID:10763,1843
DOID:10763,1889
DOID:10763,1906
DOID:10763,1908
DOID:10763,1909
DOID:10763,1910
DOID:10763,1956
DOID:10763,1958
DOID:10763,2006
DOID:10763,2022
DOID:10763,2023
DOID:10763,2033
DOID:10763,2041
DOID:10763,2052
DOID:10763,2053
DOID:10763,2056
DOID:10763,2100
DOID:10763,2147
DOID:10763,2149
DOID:10763,2152
DOID:10763,2153
DOID:10763,2155
DOID:10763,2160
DOID:10763,2161
DOID:10763,2184
DOID:10763,2200
DOID:10763,2247
DOID:10763,2260
DOID:10763,2294
DOID:10763,2321
DOID:10763,2335
DOID:10763,2353
DOID:10763,2475
DOID:10763,2550
DOID:10763,2626
DOID:10763,2627
DOID:10763,2629
DOID:10763,2641
DOID:10763,2643
DOID:10763,2697
DOID:10763,2701
DOID:10763,2702
DOID:10763,2729
DOID:10763,2740
DOID:10763,2778
DOID:10763,2784
DOID:10763,2796
DOID:10763,2805
DOID:10763,2806
DOID:10763,2811
DOID:10763,2833
DOID:10763,2837
DOID:10763,2863
DOID:10763,2868
