lfs_17,lfs_26_50k,lfs_26_250k
0.033636202081945184,0.008063991221750102,0.007884496220300212
0.20498335019788572,0.498958163216331,0.4896689503926169
0.037056991111822105,0.8530768037660644,0.8554826813506673
0.3796469978707505,0.9685649635203153,0.9684213850999785
0.3796469978707505,0.7300886507383567,0.7235697955972623
0.17832184785406938,0.49358404890443935,0.4855049956895545
0.014224786933692947,0.003458963381641808,0.003387556581654114
0.3496539741523971,0.9726836578733465,0.9722816049553963
0.2655221693655677,0.3366321045910257,0.3300706322544879
0.037056991111822105,0.09243635551682383,0.09105437666054525
0.725885388294358,0.8821869277710942,0.8782755328778628
0.2686772459872478,0.695382717144323,0.6881137469251478
0.17891411665695478,0.4878072201597579,0.4813389309775173
0.407709493166868,0.8886029017486048,0.8837912699814318
0.033636202081945184,0.03870570744295735,0.03805855915368885
0.4764808990707291,0.8742277210063706,0.8696183055123842
0.07343401077890592,0.0405911112820766,0.04019866729416678
0.06116167417591752,0.0405911112820766,0.04019866729416678
0.13217664151556932,0.14647813487890451,0.14292253736563398
0.1618840147794529,0.3256635538931738,0.31760488774418244
0.3892064650209079,0.864709463807672,0.859052240081535
0.2181289189801803,0.5081781753509106,0.5013235388020758
0.1042810793570992,0.9116954210468641,0.9112775413625642
0.3496539741523971,0.747966566595117,0.74044375488431
0.35425076200617583,0.8514584699681962,0.8468340001072617
0.3214426796901444,0.5403084606459516,0.5319659903230589
0.14962842142258553,0.24787873759385048,0.24235060866752417
0.025649827892053008,0.5450147521600485,0.5456619568147438
0.04695739113015858,0.019221009155872427,0.019035488731211074
0.17891411665695478,0.8218219179088042,0.822592330322497
0.10390460771267863,0.06741285467241978,0.06555276897916017
0.3796469978707505,0.5559372365561583,0.5473008063500555
0.7663563983383628,0.9975803028514171,0.9975600052694082
0.29323939400044835,0.5173068115260531,0.5100136822866451
0.3796469978707505,0.9341487951850819,0.9317872873800026
0.018567069753455828,0.003486792989589144,0.0034385169427035354
0.17668730235874053,0.7326607524097151,0.7336265429160626
0.037056991111822105,0.1773255807421327,0.1752146893313933
0.4764808990707291,0.9945769979254517,0.9945366515034865
0.3796469978707505,0.5430760316677568,0.5353027253579856
0.023845445827986016,0.03870570744295735,0.03805855915368885
0.17832184785406938,0.49358404890443935,0.4855049956895545
0.1475892047828286,0.5057870883009028,0.4957358604272075
0.7904990315289101,0.7513916952956784,0.7456636033880677
0.06116167417591752,0.19260494104676956,0.18976828120223865
0.023845445827986016,0.041701954971388115,0.040625338754098635
0.3796469978707505,0.7300886507383567,0.7235697955972623
0.1917693193495381,0.8555569887388632,0.8573152210215713
0.06116167417591752,0.19260494104676956,0.18976828120223865
0.06116167417591752,0.0405911112820766,0.04019866729416678
0.6937348973020468,0.9934460769595702,0.9934328095808211
0.5717261577266782,0.9044340335838157,0.9046759252477686
0.033636202081945184,0.0907066331314089,0.08872977105609385
0.2686772459872478,0.6603679181334219,0.6548838429820475
0.327181447049728,0.8780678164720478,0.8721879595243859
0.5732836366278361,0.9181394945972582,0.9192135939685149
0.19684717427888965,0.9209290154721181,0.9209861992621828
0.015312594666520156,0.007900166371095599,0.0077793078156556525
0.033636202081945184,0.31443338031724183,0.3167216380301103
0.3796469978707505,0.9341340868903902,0.9317914755216614
0.7449453751796099,0.9858692299939704,0.9858369059453072
0.3496539741523971,0.8802766709866318,0.8753222627913765
0.5453412815617432,0.9581652898162113,0.9581738996164116
0.3796469978707505,0.9856835460966594,0.9856183051333435
0.4764808990707291,0.7533441020353361,0.7458871274205169
0.28656219679355205,0.8676145363932469,0.8688499429704449
0.033636202081945184,0.041701954971388115,0.040625338754098635
0.06116167417591752,0.08217935001242957,0.08157216975277863
0.033636202081945184,0.0907066331314089,0.08872977105609385
0.16463717319958887,0.6637600235704302,0.6567000279666638
0.020146902524923918,0.04085125235179383,0.039980725522696346
0.3796469978707505,0.7451205055163947,0.7369501167000171
0.3897802250212895,0.583926085228374,0.5726018209477204
0.033636202081945184,0.0907066331314089,0.08872977105609385
0.020146902524923918,0.04085125235179383,0.039980725522696346
0.2686772459872478,0.9820911241930094,0.9820430371086801
0.020146902524923918,0.04085125235179383,0.039980725522696346
0.06116167417591752,0.09425572206920795,0.09244316147827535
0.28656219679355205,0.7256719596879105,0.7291362584675741
0.033636202081945184,0.0907066331314089,0.08872977105609385
0.1917693193495381,0.33167078502967284,0.33629265398230074
0.06116167417591752,0.08782960537999643,0.086898991189504
0.3054587059111173,0.3366321045910257,0.3300706322544879
0.17832184785406938,0.2823323913315191,0.2771626268533286
0.06116167417591752,0.04266350477686068,0.042105146658641596
0.4852969438947273,0.5198439768483495,0.5167304405763846
0.04372135113288038,0.20097088945236616,0.19801576430815704
0.033636202081945184,0.03870570744295735,0.03805855915368885
0.18468120971553284,0.30603979814885274,0.29820167924877317
0.06116167417591752,0.8608045259251705,0.8617884545178909
0.725885388294358,0.8821869277710942,0.8782755328778628
0.327181447049728,0.8780678164720478,0.8721879595243859
0.023845445827986016,0.017384590342297036,0.017113601977719523
0.037056991111822105,0.8482352239360094,0.8497400778239971
0.06116167417591752,0.536024736370565,0.5392125271162224
0.0282821763433675,0.04505291134159277,0.04435474235719992
0.2739544717740071,0.7623268928405178,0.7532858006370231
0.1917693193495381,0.5303880138567595,0.5351750125873893
0.06116167417591752,0.8427069034696769,0.8438386193182446
0.4764808990707291,0.9451179899899894,0.9425769455219997
0.24640812992971234,0.737005702502342,0.7281179497566066
0.7904990315289101,0.9867219241674278,0.9866734843822954
0.023845445827986016,0.8570596706955582,0.8584681866060546
0.4764808990707291,0.9451179899899894,0.9425769455219997
0.2686772459872478,0.47954890355767066,0.4727101581289935
0.4764808990707291,0.9944810206925839,0.9943997554547906
0.04695739113015858,0.09950408524808951,0.09789324952851954
0.06116167417591752,0.0405911112820766,0.04019866729416678
0.17832184785406938,0.49358404890443935,0.4855049956895545
0.033636202081945184,0.01829475975036403,0.017945709672809937
0.033636202081945184,0.0907066331314089,0.08872977105609385
0.1618840147794529,0.5055110307075318,0.4967127183557487
0.35425076200617583,0.9933154294059893,0.9932518997896138
0.7711012189005204,0.9988339124081161,0.9988325716122148
0.04372135113288038,0.040310349082582665,0.03974381899591526
0.06116167417591752,0.19260494104676956,0.18976828120223865
0.06116167417591752,0.08782960537999643,0.086898991189504
0.7904990315289101,0.9973760641844048,0.997379380974085
0.033636202081945184,0.03870570744295735,0.03805855915368885
0.24640812992971234,0.34362623200214826,0.33448774967672107
0.17891411665695478,0.9631878615612621,0.9633027474491032
0.3897802250212895,0.583926085228374,0.5726018209477204
0.033636202081945184,0.03870570744295735,0.03805855915368885
0.04372135113288038,0.018121975239066983,0.01788865171758601
0.06116167417591752,0.3354802221179591,0.33185674250423636
0.06116167417591752,0.19260494104676956,0.18976828120223865
0.04372135113288038,0.04172416782660684,0.04136032699896854
0.037056991111822105,0.017743388075505455,0.017598189913548647
0.037056991111822105,0.09243635551682383,0.09105437666054525
0.2587980154242772,0.9283101329986342,0.929070039349321
0.037056991111822105,0.09697397669196109,0.09551743950449859
0.020146902524923918,0.30827317774581803,0.3105822703209403
0.2771719338591868,0.854358369125065,0.8489853508696569
0.7904990315289101,0.9990539228399261,0.999051178161377
0.023845445827986016,0.9232832465631777,0.9242516819107477
0.20564200910840053,0.4931796905042201,0.48550087210814263
0.28656219679355205,0.8676145363932469,0.8688499429704449
0.21471115670499746,0.7372243478518167,0.7302365362941495
0.22490759201229354,0.9531623790671587,0.9538563047460737
0.8487508233196881,0.8859318577786296,0.8819436650684449
0.24705832837042216,0.3825637148289175,0.3817078416598859
0.24640812992971234,0.5307628552676938,0.521115224058259
0.24640812992971234,0.33200447430725577,0.32381787100422177
0.3496539741523971,0.5786938035720075,0.5685182754531917
0.7904990315289101,0.9945977898033437,0.9945418214963406
0.269471197439504,0.47378266000619873,0.4685538970575445
0.2655221693655677,0.7410162497049202,0.7337065650391139
0.2655221693655677,0.7410162497049202,0.7337065650391139
0.4764808990707291,0.9451179899899894,0.9425769455219997
0.037056991111822105,0.03948686490621658,0.03911262282985354
0.06116167417591752,0.08782960537999643,0.086898991189504
0.06116167417591752,0.08782960537999643,0.086898991189504
0.06116167417591752,0.8585964941023131,0.8597913153669622
0.4764808990707291,0.8742277210063706,0.8696183055123842
0.2686772459872478,0.47954890355767066,0.4727101581289935
0.7498893219125969,0.9976494090534498,0.9976358725728307
0.04695739113015858,0.09950408524808951,0.09789324952851954
0.033636202081945184,0.705565735450534,0.7070496131339379
0.06116167417591752,0.0405911112820766,0.04019866729416678
0.2686772459872478,0.47954890355767066,0.4727101581289935
0.037056991111822105,0.09243635551682383,0.09105437666054525
0.037056991111822105,0.03948686490621658,0.03911262282985354
0.06116167417591752,0.19260494104676956,0.18976828120223865
0.2544437057718445,0.9944471089730154,0.9943300754446346
0.4742401811197915,0.8762360448881426,0.8716726079249962
0.06116167417591752,0.08782960537999643,0.086898991189504
0.28656219679355205,0.985953506354754,0.9862141704084272
0.06116167417591752,0.04266350477686068,0.042105146658641596
0.06116167417591752,0.19260494104676956,0.18976828120223865
0.2845836892692578,0.33200447430725577,0.32381787100422177
0.033636202081945184,0.041701954971388115,0.040625338754098635
0.22596131640924905,0.7104018173740458,0.7003442319071834
0.06116167417591752,0.19260494104676956,0.18976828120223865
