Bag of Words	Doc2Vec 50k	Doc2Vec 500k	Doc2Vec All
0.6685089683400116	0.12435309346197526	0.203110671530918	0.13087947323625235
0.007029356261564321	0.8820534231677538	0.05024033972353302	0.06796280891323105
0.005391676704828097	9.482494213986181e-05	0.0026753964509552606	0.03702432549907064
0.0011525693989728983	0.0033390033159612894	0.03626033114598425	0.004678501929734743
0.0009296314375548966	0.11535840152373164	0.12362126258357413	0.004300284124983739
0.0034999865893714766	0.24632560407218404	0.055330609067796736	0.1698248817050591
0.0008952079787500961	3.0711658191406025e-05	0.15643879713573025	0.013738964421467891
0.00312848683419323	6.365430838837528e-06	0.032732126334962273	0.010460118152289474
0.03827570907745922	0.11423484032985773	0.018988881373467	0.02337003629778167
0.014009036599542862	0.1337711985508133	0.0017435811039778297	0.00021146831493330128
0.06307046649471604	0.00023340664897250588	0.05528169123062915	0.00414467401523886
0.038093456885512286	0.007973664562621092	0.05141416678860556	0.022357848392704594
0.0011048526207929393	0.0027117650866413648	0.04877052181175012	0.00796236595731024
0.000963288637330992	0.008516697398236149	0.01644607676207334	0.011281305412827227
0.003291402826624114	0.16054001149752958	0.06916453727414598	0.009762504397503015
0.023006330762118395	0.9971606616927821	0.015531462128051671	0.0017508309470453353
0.0024426230174118	0.01807771166472331	0.019227422971237147	0.06633195748920669
0.010474296289976318	0.11825188098013516	0.020863900953368427	0.03755216026462585
0.0006970435346587109	4.8565665721538734e-05	0.0034776430598378867	0.11675256182344207
0.0006828366443015904	0.07603867422246903	0.004607281569058027	0.05339512712021998
0.3450508865016985	0.9923365165255604	0.3375581209931397	0.10614000617688431
0.01970429580576669	0.03138881210579047	0.0305918978005293	0.1122261405751458
0.01587475481520069	0.0764031241560776	0.1227748671339276	0.07268465192682028
0.0028781742636051206	0.062043057302987994	0.08154186331156768	0.001892807476115246
0.0008064853132184637	1.3053635589130672e-05	0.03736237604042736	0.09617966218890445
0.004031679423842046	0.0008309570846019295	0.0024115016916858587	0.000972240823309572
0.010127229668254582	0.09221635210454882	0.11324634181622989	0.10220804174315332
0.7493868060720532	0.015266044231706504	0.033573233294538714	0.3216809655243344
0.1327647867532169	0.005893465501560912	0.03993826789757961	0.008080679646427264
0.03208474897631172	2.3508457313200474e-05	0.09009924290396801	0.013264533362092159
0.024670188443701176	0.0006006796334539398	0.027884283027009182	0.004996646471961372
0.07230165983872322	0.00709130376606134	0.06028774788603741	0.0028228026604592603
0.24552582352612945	0.0003774114537728419	0.029044000148653906	0.44850069549533333
0.01849627486066341	0.0420413493109285	0.029823809003040838	0.027948003086379535
0.07890320466205152	0.9998163314557584	0.04932986675720257	0.01249460301321031
0.013651205340986884	0.050612650792742145	0.310601802312859	0.1536540659741362
0.6749256689103305	0.014925689258563943	0.0749039645888196	0.27782142614512084
0.0014447060462758493	3.756877048825191e-05	0.03622239540226961	0.04054314138964787
0.017464773302527728	0.005198698984356091	0.02327508748640054	0.18596142825421358
0.001192588083749016	0.1682489320095423	0.027759904755982383	0.12885288522686147
0.004768880244754949	0.0022402313308696677	0.019916642787319697	0.020252661706262894
0.010325680387588541	0.0037956631128779057	0.09193792530116247	0.05590567553863445
0.22769580297288683	0.0012193143429165458	0.2802500106433545	0.01417812942465595
0.009932622857787394	0.00012151954794628812	0.04286013750340078	0.041737167986241844
0.005159033466154703	0.0031662489122929226	0.037055335446702024	0.1249155610961128
0.002384179689027601	0.17482394262233972	0.009903639724301945	0.03415508091589814
0.02209284226425827	0.1603088823115418	0.03238437565281179	0.003560178699717058
0.9478529867004447	0.0007222969645869134	0.12305965970065513	0.05116493440882899
0.023793436976155102	0.9943267973783627	0.011174628521767394	0.029052841899944733
0.6294874627926138	0.41938538743489734	0.14226752783458663	0.060591761665098304
0.04036363739195798	0.00026521437355439965	0.0211551254992838	0.02099224832799422
0.0010533510170971925	0.029286165849422348	0.12489527188636283	0.0709308685403873
0.06367441492602402	0.0014390547250292768	0.06513638186843743	0.027826611677302705
0.001581268396657834	0.023725277835558622	0.047485117804308766	0.0025419152997711593
0.0024300597146203547	0.00019385162586082116	0.0624428478323568	0.0910257678736376
0.0010050177246772795	0.000888469435889808	0.006942308121762001	0.06440247819199858
0.02637471796211452	0.00199714142640817	0.02159465331185178	0.03653788711569071
0.6261366024183858	0.8316385988271849	0.0746133367272039	0.08490035110534755
0.004620079169828712	0.004665369764363213	0.010266735048042505	0.007996039127279699
0.054031767027990264	0.013808863875343066	0.19711265633436728	0.05123227757887668
0.02043931821959582	0.04861611463148026	0.004734800081474243	0.06878792829553645
0.004620076951910753	0.00015935071730035854	0.3050261441075817	0.08546469194972732
0.0347573047060807	0.044555552290966784	0.00820714328135261	0.02293833652314198
0.0013283221027362204	0.9792921113853944	0.01615533994632018	0.056741005791407534
0.01141294750963325	0.002157226317087298	0.07224387143829036	0.03896378857989717
0.006251229885156773	0.00032694102017463505	0.05173451340031131	0.008211496283336322
0.1752151653220024	0.03742740827108503	0.022420698628981453	0.01444334507580683
0.0020007099937871687	0.8499301929776757	0.0030739819911741934	0.0031004503738683133
0.009247773088484944	0.9280778648810425	0.023853851750533953	0.02198848599779086
0.044633882373541524	3.7608365756734995e-05	0.024064205124535235	0.07565212788437488
0.0017375911372223803	2.27714260596758e-06	0.005309573462591715	0.0015708932248093249
0.00035300933987027623	0.8350332614375078	0.04579218517069758	0.06125679217174251
0.0024175172530356737	0.0004945017087327457	0.02319296725163468	0.0009994052251507766
0.5801535269477105	0.005611349336504258	0.1205358006824254	0.31106763624252753
0.024680463007321712	0.0010286715636042174	0.09431362499163913	0.037927275838729235
0.4082715266808998	0.0004254741633395978	0.1591581146686364	0.04779707789034047
0.060629790548995977	2.3100932554315704e-06	0.027964367390318358	0.02135027765191678
0.010592763101965745	0.43755302574401383	0.02515807024764487	0.06099633909736757
0.002667065975439029	0.007092922869862293	0.11507986207109094	0.029348032578182085
0.0133191739715512	0.0007747399336812005	0.0021173525868655764	0.015278473764248799
0.7826317249357985	0.9902072805149246	0.0881300435889279	0.159281925336585
0.0005902456851825646	3.4488804543176146e-05	0.02094662030644847	0.020258886402998045
0.0076532429434545066	0.0068648084368109815	0.04697002474678252	0.005156290733175502
0.018530039190295344	0.05708609357279741	0.08244930933460262	0.03488358806359291
0.22407512010562183	0.11608957614273265	0.17900305671542194	0.06373534346527676
0.021585046569043795	0.0032160940347742348	0.03468573408197864	0.05228571015016314
0.0014778671066538972	0.000489101441641715	0.003037343413242727	0.060581840668491475
0.2390827740188683	0.02019086755813912	0.09996471038771836	0.03346605969492984
0.3498093869226202	0.004697703200606264	0.01575807750806267	0.010659816927580798
0.0062945307408211505	0.0002591630415322836	0.004126296911450199	0.021549718027685762
0.023677769040193974	0.3797899035089423	0.051905239149896934	0.013658973822010933
0.0072690892786930915	0.11693931594711153	0.1579681718238046	0.06517060688533075
0.18883113859480546	0.0526154865609735	0.8518040488741693	0.07317788035365792
0.11308031514830388	4.6341893765278705e-08	0.037388347728728344	0.0015462217354862814
0.0025446472624873354	0.00010508674355406405	0.043241778183763124	0.002088434365400188
0.004180388682260257	0.03344712074818255	0.018062552221718976	0.004648926601198182
0.0036082378461426623	0.0026884312935618222	0.08342262690507625	0.03888842686045464
0.5849692375640037	0.00023639192152565957	0.1097496792125048	0.06161282554495644
0.18938748852873233	0.05616667779070705	0.028072349100818607	0.1049182537558716
0.045280755638745146	0.18149348413472352	0.058702296294156624	0.1046325149954609
0.055924156939930345	0.0805274967486241	0.12394056814988302	0.01151760927317036
0.4048812659091289	0.49116044631168077	0.3734556624812983	0.21565078627921194
0.13301476942650306	0.00340937311710665	0.11184133946101285	0.38130588592083076
0.002969676794933187	5.777683925196941e-07	0.016626385426811385	0.033477160837772565
0.007245539118976069	0.03869679329120032	0.004731187185872135	0.002474631322827274
0.01635720626847989	0.05345674253979598	0.29097247575659213	0.0092032559120079
0.0002368909929752569	0.16654159878950317	0.009058552266090624	0.010663058214071439
0.02541191489544838	0.0015009210312068111	0.09130138487365831	0.06937680672256832
0.027444512111678084	0.0010955377804481236	0.040095692047560104	0.7701087400922402
0.034627220819317135	8.339662617921129e-05	0.06967840389563293	0.07884031709387977
0.0008245718821251289	0.006853046338031795	0.008304930783434444	0.012561884886426695
0.004717427620482238	0.12170362449655411	0.05639021837611307	0.04661828177565775
0.034914114101075686	7.324022314136226e-05	0.03204543746698161	0.026330644787778867
0.011683502596138548	0.10530906985212832	0.13292302327710823	0.14963436742459585
0.00411773331766063	0.0009290941801643116	0.022491705753703607	0.020033766136552663
0.5233227487926018	0.027761241142304088	0.1360606980688431	0.011749636802661298
0.00027178116332784167	0.8549217057429638	0.00383719368119188	0.004209732138186606
0.0010988014509035453	0.004118844276159012	0.026609149104593697	0.0010784254810124012
