uncal	cal	candidate_id
0.06472527	0.18146336	65897
0.15240811	0.27530763	65932
0.21562417	0.3255422	66091
0.83656687	0.71526146	66144
0.3979208	0.44186336	66388
0.10250178	0.22725306	66900
0.61491287	0.56561744	67000
0.3399931	0.40753523	67137
0.30663145	0.38692984	67342
0.36850405	0.4246209	67595
0.30095732	0.38334623	67655
0.24282944	0.3449119	67754
0.46523854	0.48037037	68467
0.0455477	0.15237108	68541
0.6972247	0.61550283	68800
0.4933045	0.49622312	69041
0.123490386	0.24871784	69948
0.22340311	0.33119094	69986
0.9358922	0.81939346	70038
0.98676735	0.9192455	70439
0.12619963	0.25134072	70609
0.6528073	0.58810985	71443
0.1305924	0.25553027	71824
0.9701048	0.8768368	72205
0.1533993	0.2761697	72396
0.8686846	0.74378735	72620
0.735047	0.6400475	72626
0.7640621	0.6598962	72662
0.30825412	0.38795006	72802
0.9960008	0.95740026	72999
0.20650142	0.31879303	73793
0.48843068	0.49347326	74128
0.20599027	0.31841066	74200
0.3978488	0.44182158	74322
0.53047687	0.5172057	74528
0.9751339	0.8879157	74531
0.06400513	0.18046363	75441
0.808675	0.692763	75683
0.86331755	0.7387836	75700
0.31614327	0.39288232	75987
0.13667853	0.2612127	76137
0.63742864	0.57890064	76309
0.48295894	0.49038506	76676
0.9937621	0.9458505	76693
0.39305964	0.43903667	77096
0.093399554	0.21720408	77230
0.6740272	0.60103387	77501
0.702499	0.6188493	77594
0.95142525	0.8426445	77832
0.9537724	0.8464943	78105
0.939088	0.82390195	78583
0.96342033	0.8635487	78585
0.04475296	0.1510329	78639
0.54862773	0.5274888	78720
0.11080267	0.23600264	79062
0.9469462	0.8355691	79227
0.060271606	0.17517912	79429
0.04452806	0.15065192	79453
0.034161683	0.13180736	79787
0.04050331	0.14364915	113609
0.99008334	0.9306523	114087
0.9801758	0.9002813	114323
0.09459613	0.21855469	114405
0.13849956	0.2628868	114592
0.9528084	0.8449004	114614
0.13396703	0.25869802	114635
0.14332284	0.26726538	115257
0.9922808	0.93930656	115534
0.15876272	0.2807849	115607
0.17191605	0.29177386	115621
0.44581294	0.46935248	116101
0.8514532	0.72807884	116197
0.33038053	0.40167332	116815
0.5865273	0.54914474	117066
0.19096425	0.3069569	117286
0.07113171	0.19010174	117359
0.43111986	0.46097744	117561
0.98841023	0.9246906	117978
0.97673315	0.89168286	118054
0.8615748	0.73718137	118186
0.066108435	0.18336669	118373
0.6517916	0.5874978	118486
0.06733949	0.18504244	118690
0.9936812	0.9454745	119397
0.04552476	0.15233263	119503
0.9849487	0.9136043	119717
0.93895197	0.82370746	119983
0.91966265	0.7982001	120299
0.60170203	0.55791765	120625
0.07361561	0.19333602	121087
0.052726235	0.16392466	121405
0.103777505	0.22862206	121449
0.17602554	0.29511842	121470
0.37323698	0.42741883	121500
0.07798046	0.19887792	121544
0.42606282	0.45808455	121619
0.21330012	0.32383597	122051
0.8699492	0.74498224	122090
0.9899631	0.93020785	122091
0.9157506	0.7934517	122349
0.9881628	0.92384696	122751
0.9951408	0.9526646	123219
0.6224945	0.57006615	123249
0.94342685	0.830235	123293
0.929251	0.8104021	123294
0.3927211	0.43883952	123462
0.6878108	0.60958403	123603
0.10758581	0.23265548	123811
0.83127666	0.71085274	123907
0.6496187	0.58619034	124133
0.9965244	0.96052516	124479
0.9866536	0.9188817	124486
0.0638352	0.1802268	124696
0.021911684	0.105017446	125474
0.18839003	0.30495077	126399
0.9380171	0.8223771	161192
0.13170126	0.2565759	161220
0.1873779	0.3041583	161517
0.110995874	0.236202	161937
0.97395205	0.88521266	162500
0.22679897	0.33362794	162528
0.990648	0.9327766	162604
0.07347548	0.19315515	162628
0.026862176	0.1166118	162770
0.87807125	0.75280803	162858
0.19146286	0.30734393	163356
0.3470666	0.4118141	163488
0.14515753	0.26891053	163740
0.57615775	0.5431876	164254
0.25837448	0.35553923	164295
0.18949394	0.30581272	164318
0.23127297	0.33681288	164320
0.98875004	0.9258649	164394
0.63923365	0.57997537	164642
0.4996169	0.49978393	165441
0.95994073	0.85714597	165514
0.07496358	0.19506623	165882
0.6680236	0.5973496	165906
0.43465415	0.4629959	165947
0.054588124	0.16677937	166005
0.8993718	0.77477443	166094
0.12029273	0.2455822	166116
0.066467665	0.18385743	166202
0.28839228	0.37531686	166240
0.18707183	0.30391824	166300
0.24460173	0.34613842	166459
0.96163297	0.8602208	166648
0.46087217	0.4778982	167095
0.608179	0.56168485	168326
0.8836079	0.7583042	168583
0.24068557	0.34342283	168769
0.1900213	0.3062236	168877
0.75594115	0.65423685	169007
0.34246376	0.409033	169697
0.99275416	0.9413248	169958
0.05421699	0.16621462	170173
0.9856128	0.9156219	170240
0.98181766	0.9046559	170736
0.86969316	0.74473983	170890
0.9792199	0.8978207	170952
0.23498945	0.3394372	171305
0.89960194	0.7750248	171420
0.07348393	0.19316606	171437
0.31518835	0.39228773	171772
0.0435362	0.148959	172002
0.2134961	0.32398024	172361
0.383584	0.43350238	172421
0.6237917	0.5708297	172456
0.99300236	0.94240904	172736
0.59604657	0.55463976	172773
0.114921205	0.24021223	172833
0.69889164	0.6165581	172846
0.32018808	0.3953938	173065
0.4790542	0.48818034	173484
0.9128515	0.79001	173722
0.5687145	0.5389279	173777
0.18650773	0.30347523	173804
0.096465096	0.22064573	212364
0.99098444	0.9340725	212513
0.1604619	0.2822302	212650
0.7959629	0.6830546	212674
0.833064	0.7123343	212859
0.10281467	0.22758968	213214
0.7122866	0.6251209	213386
0.19297938	0.308518	213462
0.39294988	0.43897277	213491
0.36858076	0.42466632	213562
0.08359508	0.20576268	213571
0.075568385	0.19583702	213704
0.81752217	0.69970894	214741
0.28498614	0.37311667	215015
0.8891483	0.76394665	215579
0.1594975	0.28141087	215763
0.06820024	0.18620417	215801
0.32314265	0.39722118	216087
0.376228	0.42918196	216149
0.35533136	0.41677892	216152
0.13229777	0.25713646	216332
0.9966724	0.9614488	216336
0.09825409	0.22262673	216514
0.19066446	0.30672392	216584
0.16303933	0.28440744	216783
0.8605512	0.73624516	217313
0.11920159	0.24450196	217466
0.8066388	0.6911871	218070
0.25891766	0.35590544	218133
0.13287073	0.25767362	218460
0.10393935	0.22879511	218742
0.7850147	0.6749259	218786
0.9938101	0.9460747	219036
0.30923033	0.38856286	219618
0.28892466	0.3756598	219864
0.04941174	0.15870374	221232
0.06543851	0.18244758	221642
0.9943599	0.9487045	221790
0.45418403	0.47410694	222064
0.06943503	0.18785688	222119
0.06423017	0.18077669	222558
0.1609983	0.28268474	222727
0.033440795	0.130389	222783
0.5239231	0.5135014	222858
0.42508093	0.4575222	222947
0.02588527	0.114419065	222955
0.58885103	0.55048364	223051
0.084233545	0.20652935	223693
0.029676147	0.12270228	223815
0.083921656	0.20615523	224390
0.9710414	0.8788204	224400
0.077203885	0.19790457	224418
0.9723417	0.8816323	453678
0.5167155	0.5094312	453682
0.22384135	0.33150637	454138
0.7756993	0.6681633	454318
0.07014478	0.18879956	454375
0.2252696	0.3325325	454537
0.12214976	0.24740855	454584
0.030357523	0.12413044	454978
0.1567906	0.27909747	455168
0.81415266	0.6970442	455462
0.42002064	0.4546202	455536
0.022627832	0.106774144	455558
0.18784954	0.30452785	455565
0.6955759	0.61446124	455596
0.02635069	0.11546906	456043
0.90882814	0.7853356	456087
0.32788455	0.40014184	456275
0.36253044	0.42107502	456611
0.7286508	0.63580096	457193
0.16218902	0.2836911	457363
0.8287651	0.70878446	457375
0.8995976	0.7750201	457485
0.9184146	0.79667175	457628
0.03622113	0.13577332	457727
0.06973548	0.18825658	457766
0.12597695	0.2511263	457823
0.08973528	0.2130085	458168
0.1464287	0.27004394	458311
0.63957363	0.58017796	458375
0.29550195	0.37987643	458578
0.05153399	0.16206782	458814
0.5713216	0.54041845	458864
0.61647165	0.5665302	458869
0.03814621	0.13937259	459512
0.09414514	0.21804674	459624
0.9400862	0.8253366	459627
0.058794387	0.17303902	460040
0.062350743	0.17814335	460044
0.10739079	0.23245086	460523
0.98488957	0.91342723	460675
0.53075075	0.5173606	461311
0.037337627	0.13787296	461434
0.07469384	0.19472137	461478
0.67100227	0.5991746	461894
0.9546653	0.8479865	462228
0.112712786	0.2379653	462271
0.1542921	0.2769437	462780
0.14609618	0.26974797	463008
0.08609573	0.20874757	463271
0.07537339	0.19558886	463376
0.39299107	0.43899673	463529
0.9177275	0.7958358	463688
0.08511839	0.20758669	464378
0.969055	0.87465173	464607
0.12819445	0.2532527	464868
0.45572588	0.47498146	465269
0.14700574	0.27055675	465290
0.097710736	0.22202714	465358
0.1229851	0.24822529	465562
0.7293346	0.6362529	465734
0.97284985	0.8827498	466677
0.76853555	0.66305137	466695
0.8322924	0.71169364	466699
0.19881657	0.31299523	467292
0.92620844	0.80643725	467368
0.08293903	0.20497154	467516
0.1577871	0.27995148	468457
0.06142385	0.17682865	468641
0.22092938	0.3294048	468888
0.07510752	0.19524999	469262
0.26456127	0.35969102	469340
0.044784706	0.1510866	469426
0.08258537	0.20454365	469831
0.93686056	0.82074636	470215
0.24267958	0.34480798	470461
0.13091293	0.25583303	471006
0.79758394	0.68427587	471187
0.092519484	0.21620473	471197
0.05089588	0.16106434	471407
0.33278668	0.4031459	471447
0.47350985	0.48504806	471811
0.61378473	0.56495744	472597
0.9752423	0.88816684	473579
0.90729547	0.7835847	473771
0.9797662	0.89921945	473816
0.12814158	0.25320223	474155
0.66043866	0.5927269	475353
0.9355712	0.8189474	475532
0.05597957	0.1688783	650620
0.04782067	0.15612993	650760
0.20313959	0.31626984	651501
0.11217174	0.23741122	651556
0.14253937	0.26655948	652114
0.18910208	0.30550706	652823
0.28968298	0.3761479	653207
0.8752312	0.7500407	653411
0.87538886	0.7501934	653635
0.15155423	0.27456263	653724
0.11022041	0.23540075	654194
0.09950791	0.22400343	654340
0.9560637	0.85035574	654519
0.16505845	0.28610075	654543
0.9857028	0.9158991	654676
0.7775067	0.66946495	655948
0.2677137	0.36179063	656019
0.90581834	0.7819121	656226
0.28398106	0.37246543	656299
0.30835885	0.38801587	656430
0.92171437	0.80074096	656544
0.054421663	0.16652632	656691
0.028266754	0.11969196	656697
0.07567535	0.19597301	657022
0.04590547	0.15296936	657139
0.5583109	0.532994	657247
0.050834604	0.16096765	657373
0.07797725	0.19887388	658234
0.2913468	0.37721694	658451
0.039705824	0.14221759	658724
0.9557873	0.84988415	658951
0.085256316	0.20775093	659714
0.15418017	0.27684677	659799
0.9356901	0.81911266	659978
0.94538677	0.8331825	660154
0.033672478	0.1308466	660434
0.77466196	0.6674184	660690
0.9448198	0.83232397	662221
0.048421685	0.15710756	662272
0.8683408	0.7434637	662529
0.43115535	0.46099773	662627
0.19094357	0.30694082	662868
0.91500545	0.792561	663458
0.11877057	0.24407378	663636
0.19767769	0.31212685	663921
0.14369582	0.26760072	663952
0.14377436	0.2676713	663991
0.11189242	0.23712459	664350
0.27434674	0.36617476	664385
0.59770274	0.5555986	664589
0.08634755	0.20904553	665427
0.68383294	0.6071029	665448
0.05434033	0.1664025	665710
0.7008204	0.61778176	665728
0.19031973	0.30645588	666338
0.20098141	0.3146394	666935
0.64972365	0.58625346	667161
0.12924832	0.25425643	667851
0.09339895	0.21720345	667930
0.6841585	0.6073055	668257
0.44637218	0.46967044	668468
0.099034175	0.22348435	668577
0.76601994	0.66127366	668835
0.060512934	0.17552602	669284
0.28202292	0.37119403	670143
0.37654555	0.4293689	670586
0.33886704	0.4068514	670668
0.18283008	0.30057076	670749
0.96441364	0.8654359	671564
0.084981464	0.20742348	672076
0.4770942	0.4870733	672449
0.42536834	0.45768684	876047
0.83569026	0.71452594	876160
0.9699411	0.8764932	876276
0.63330543	0.5764515	876387
0.0841426	0.20642033	876468
0.08531948	0.20782615	876655
0.26034507	0.3568662	876851
0.2706841	0.36375946	876884
0.40754765	0.4474382	877020
0.8316787	0.7111853	877178
0.21778713	0.32712236	877375
0.94268334	0.8291314	878040
0.9270016	0.8074621	878185
0.37355503	0.42760643	878323
0.44350472	0.46803945	879330
0.06423542	0.18078396	879383
0.89839464	0.7737144	879435
0.18592535	0.30301723	880142
0.7003358	0.617474	880692
0.96830183	0.87310857	881493
0.060632356	0.17569742	881574
0.9941889	0.9478738	881754
0.98769855	0.9222872	882106
0.16849838	0.28896126	882314
0.7505126	0.6505008	882353
0.03752336	0.13821897	882510
0.9944483	0.94913876	882932
0.36888877	0.42484868	883225
0.14003257	0.26428705	883412
0.13969679	0.26398107	883874
