disease_associates,gene_associates,prior_perm,prior_perm_stderr,n_associations,n_possible
98,31,0.307548,0.000540057,1,2
98,30,0.294102,0.000533108,1,2
98,28,0.273066,0.000520523,0,2
98,27,0.260918,0.0002561,2,8
98,26,0.24938,0.000204992,4,12
98,25,0.239009,0.000498731,1,2
98,24,0.226332,0.000218542,2,10
98,22,0.204195,0.000271946,0,6
98,21,0.193276,0.000173606,2,14
98,20,0.18223,0.000225644,2,8
98,19,0.171791,0.000155248,1,16
98,18,0.160723,0.000429109,0,2
98,17,0.150564,0.000241339,1,6
98,16,0.14037,0.00013463,6,18
98,15,0.130002,0.000130542,2,18
98,14,0.12002,0.000134029,1,16
98,13,0.110022,8.32804e-05,5,38
98,12,0.100517,8.73103e-05,2,32
98,11,0.09101,6.95282e-05,4,46
98,10,0.0817481,6.1063e-05,4,54
98,9,0.0726293,5.57586e-05,7,58
98,8,0.0636887,4.35377e-05,4,84
98,7,0.0549937,2.94171e-05,5,158
98,6,0.0464843,2.39776e-05,10,202
98,5,0.0382199,1.83244e-05,15,284
98,4,0.0301401,1.23538e-05,19,486
98,3,0.0222707,7.81042e-06,20,878
98,2,0.0146124,3.98875e-06,25,2078
98,1,0.00719759,1.5466e-06,42,6228
93,47,0.48072,0.000831257,0,1
93,46,0.469114,0.000830287,1,1
93,40,0.4003,0.00081517,0,1
93,39,0.388079,0.000810767,1,1
93,37,0.364899,0.000800933,1,1
93,35,0.342664,0.000789616,0,1
93,34,0.330152,0.000782408,1,1
93,33,0.317975,0.000774792,0,1
93,31,0.295274,0.000758947,0,1
93,30,0.282339,0.000748917,1,1
93,28,0.260258,0.000730013,0,1
93,27,0.250295,0.00035894,2,4
93,26,0.238498,0.000288037,1,6
93,25,0.22726,0.000697215,0,1
93,24,0.217311,0.000305939,0,5
93,22,0.194835,0.000379892,0,3
93,21,0.184738,0.000242796,2,7
93,20,0.175008,0.000315763,0,4
93,19,0.163604,0.000216019,1,8
93,18,0.152282,0.000597776,0,1
93,17,0.143201,0.000336225,0,3
93,16,0.133653,0.00018793,2,9
93,15,0.123918,0.000181703,3,9
93,14,0.113989,0.000186307,1,8
93,13,0.104892,0.000115658,3,19
93,12,0.095635,0.000121385,1,16
93,11,0.0865156,9.65788e-05,1,23
93,10,0.0776706,8.47611e-05,1,27
93,9,0.0690413,7.7471e-05,1,29
93,8,0.0604781,6.03879e-05,1,42
93,7,0.0521437,4.06487e-05,3,79
93,6,0.0440782,3.31214e-05,9,101
93,5,0.0362662,2.54125e-05,5,142
93,4,0.0285439,1.70754e-05,4,243
93,3,0.021074,1.07877e-05,6,439
93,2,0.0138264,5.50599e-06,19,1039
93,1,0.00680703,2.13044e-06,22,3114
92,47,0.478559,0.00083111,0,1
92,46,0.466626,0.00083002,0,1
92,40,0.397784,0.000814307,1,1
92,39,0.386238,0.000810057,1,1
92,37,0.362785,0.000799937,0,1
92,35,0.339353,0.000787769,0,1
92,34,0.328032,0.000781125,0,1
92,33,0.317164,0.000774263,1,1
92,31,0.292097,0.000756552,0,1
92,30,0.282159,0.000748772,0,1
92,28,0.258506,0.000728413,0,1
92,27,0.247453,0.000358033,1,4
92,26,0.236947,0.000286691,1,6
92,25,0.22625,0.000696118,0,1
92,24,0.214909,0.000304297,0,5
92,22,0.193369,0.000379495,1,3
92,21,0.182754,0.000241553,0,7
92,20,0.173067,0.000314465,0,4
92,19,0.162064,0.000215844,3,8
92,18,0.151679,0.000596802,0,1
92,17,0.142232,0.00033475,0,3
92,16,0.132334,0.000187302,0,9
92,15,0.122448,0.000181403,0,9
92,14,0.113209,0.000185331,1,8
92,13,0.103617,0.000115043,2,19
92,12,0.0946692,0.000120781,1,16
92,11,0.0854497,9.60434e-05,5,23
92,10,0.0767033,8.44576e-05,4,27
92,9,0.0682509,7.70693e-05,1,29
92,8,0.0597901,5.99857e-05,3,42
92,7,0.0516401,4.04857e-05,5,79
92,6,0.0435791,3.30077e-05,4,101
92,5,0.0357678,2.51567e-05,11,142
92,4,0.0282212,1.6962e-05,3,243
92,3,0.0208511,1.07282e-05,11,439
92,2,0.0136714,5.48868e-06,12,1039
92,1,0.00673309,2.12233e-06,20,3114
90,47,0.470778,0.000830453,0,1
90,46,0.460624,0.000829292,0,1
90,40,0.39013,0.000811543,1,1
90,39,0.378679,0.000807015,0,1
90,37,0.356842,0.000797049,0,1
90,35,0.333651,0.000784486,0,1
90,34,0.321981,0.000777364,0,1
90,33,0.31196,0.000770805,1,1
90,31,0.28808,0.000753461,0,1
90,30,0.27747,0.000744945,0,1
90,28,0.253947,0.000724177,0,1
90,27,0.243821,0.000355975,1,4
90,26,0.232715,0.000285105,1,6
90,25,0.221907,0.000691337,0,1
90,24,0.211016,0.000302595,3,5
90,22,0.189569,0.000375581,0,3
90,21,0.179978,0.000240127,0,7
90,20,0.168659,0.000311039,1,4
90,19,0.159411,0.000213872,2,8
90,18,0.149555,0.000593352,1,1
90,17,0.139081,0.000331302,1,3
90,16,0.129618,0.000184974,1,9
90,15,0.120242,0.000179858,3,9
90,14,0.110831,0.000183645,0,8
90,13,0.1016,0.000114126,3,19
90,12,0.0926658,0.000119767,1,16
90,11,0.0838653,9.51751e-05,5,23
90,10,0.0752953,8.36325e-05,1,27
90,9,0.066755,7.61943e-05,3,29
90,8,0.0585888,5.95816e-05,1,42
90,7,0.0504035,4.00318e-05,4,79
90,6,0.0426927,3.26418e-05,3,101
90,5,0.0350072,2.49491e-05,2,142
90,4,0.0275732,1.67986e-05,7,243
90,3,0.020371,1.06237e-05,8,439
90,2,0.0133625,5.42778e-06,13,1039
90,1,0.00657142,2.09836e-06,23,3114
89,47,0.468264,0.000830198,0,1
89,46,0.457073,0.000828804,0,1
89,40,0.388348,0.000810869,1,1
89,39,0.377181,0.000806388,0,1
89,37,0.354085,0.000795664,0,1
89,35,0.330575,0.000782662,1,1
89,34,0.318532,0.000775153,1,1
89,33,0.308162,0.00076821,0,1
89,31,0.285514,0.000751448,1,1
89,30,0.274035,0.000742077,1,1
89,28,0.252358,0.000722676,0,1
89,27,0.241879,0.000355457,0,4
89,26,0.230333,0.000284282,2,6
89,25,0.22021,0.000689439,0,1
89,24,0.209312,0.000301177,1,5
89,22,0.188326,0.000374746,2,3
89,21,0.177614,0.000238849,3,7
89,20,0.167569,0.000309782,2,4
89,19,0.157204,0.000212719,2,8
89,18,0.148385,0.000591431,0,1
89,17,0.137388,0.00033046,0,3
89,16,0.128448,0.000184831,0,9
89,15,0.119064,0.000178551,0,9
89,14,0.109586,0.000182796,0,8
89,13,0.100722,0.000113717,1,19
89,12,0.0917791,0.000119182,1,16
89,11,0.0827806,9.45926e-05,2,23
89,10,0.0743379,8.31258e-05,2,27
89,9,0.0659843,7.58856e-05,1,29
89,8,0.0578294,5.90728e-05,2,42
89,7,0.0498216,3.98277e-05,6,79
89,6,0.0421656,3.24456e-05,5,101
89,5,0.0345946,2.48063e-05,2,142
89,4,0.0272559,1.6695e-05,7,243
89,3,0.0201446,1.0555e-05,9,439
89,2,0.013206,5.4052e-06,16,1039
89,1,0.00649908,2.09012e-06,18,3114
78,47,0.435039,0.000824825,0,1
78,46,0.421478,0.000821553,0,1
78,40,0.355505,0.000796381,1,1
78,39,0.343314,0.000789974,0,1
78,37,0.322053,0.000777409,0,1
78,35,0.300351,0.000762681,1,1
78,34,0.290519,0.000755346,0,1
78,33,0.278923,0.000746142,0,1
78,31,0.259195,0.000729044,0,1
78,30,0.246983,0.000717504,0,1
78,28,0.226109,0.000695964,1,1
78,27,0.21698,0.000341645,0,4
78,26,0.206146,0.000272673,1,6
78,25,0.197468,0.00066232,0,1
78,24,0.18657,0.000288297,2,5
78,22,0.168583,0.000359088,0,3
78,21,0.158362,0.000228253,3,7
78,20,0.149101,0.000295655,0,4
78,19,0.139505,0.000202636,1,8
78,18,0.132197,0.00056352,0,1
78,17,0.121738,0.000313807,0,3
78,16,0.113629,0.000175357,2,9
78,15,0.105248,0.000169481,0,9
78,14,0.0966997,0.0001732,0,8
78,13,0.0885342,0.000107262,2,19
78,12,0.0806009,0.000112439,2,16
78,11,0.0728038,8.93273e-05,1,23
78,10,0.0652367,7.83036e-05,3,27
78,9,0.0577564,7.12591e-05,0,29
78,8,0.0506723,5.56416e-05,4,42
78,7,0.0436371,3.73739e-05,4,79
78,6,0.0368012,3.0401e-05,6,101
78,5,0.0302537,2.3255e-05,2,142
78,4,0.023777,1.56177e-05,5,243
78,3,0.0175537,9.89374e-06,8,439
78,2,0.0115024,5.05037e-06,12,1039
78,1,0.00565569,1.95369e-06,17,3114
77,47,0.428771,0.000578653,2,2
77,46,0.418244,0.000577869,2,2
77,40,0.350907,0.000557877,1,2
77,39,0.342243,0.000555275,1,2
77,37,0.319161,0.000544816,2,2
77,35,0.299176,0.000536189,0,2
77,34,0.286616,0.000528864,0,2
77,33,0.276799,0.000523175,1,2
77,31,0.255394,0.000510357,0,2
77,30,0.244552,0.000503668,2,2
77,28,0.224538,0.000488622,0,2
77,27,0.214321,0.00023938,3,8
77,26,0.204155,0.000191908,1,12
77,25,0.194269,0.000463392,1,2
77,24,0.184904,0.000202278,3,10
77,22,0.165668,0.000250932,1,6
77,21,0.156236,0.000159767,1,14
77,20,0.147229,0.000206823,1,8
77,19,0.138102,0.000142186,2,16
77,18,0.128788,0.000392784,0,2
77,17,0.120725,0.000220341,1,6
77,16,0.112067,0.00012239,3,18
77,15,0.103629,0.000118325,0,18
77,14,0.0954871,0.000121271,3,16
77,13,0.0875173,7.54545e-05,5,38
77,12,0.0794634,7.86742e-05,1,32
77,11,0.0718036,6.23681e-05,3,46
77,10,0.0644159,5.46932e-05,1,54
77,9,0.0571838,4.99866e-05,3,58
77,8,0.05007,3.89039e-05,2,84
77,7,0.0430919,2.61943e-05,12,158
77,6,0.036383,2.13008e-05,7,202
77,5,0.0298069,1.62326e-05,10,284
77,4,0.0234905,1.09497e-05,8,486
77,3,0.0173115,6.91738e-06,13,878
77,2,0.0113543,3.52644e-06,27,2078
77,1,0.0055778,1.36601e-06,31,6228
74,47,0.420081,0.00082118,0,1
74,46,0.409847,0.000818241,0,1
74,40,0.342558,0.000789558,0,1
74,39,0.332544,0.000783834,1,1
74,37,0.310322,0.000769693,0,1
74,35,0.288864,0.000754069,0,1
74,34,0.277902,0.000745302,0,1
74,33,0.26802,0.000736922,0,1
74,31,0.247332,0.000717844,1,1
74,30,0.237989,0.000708513,0,1
74,28,0.216877,0.000685662,1,1
74,27,0.207229,0.000335974,0,4
74,26,0.197763,0.000269126,1,6
74,25,0.186802,0.000648452,0,1
74,24,0.178747,0.000284048,0,5
74,22,0.160152,0.000351162,1,3
74,21,0.150594,0.000224118,1,7
74,20,0.142025,0.000289797,1,4
74,19,0.133301,0.000199061,1,8
74,18,0.124092,0.000548516,0,1
74,17,0.11666,0.000307931,1,3
74,16,0.107822,0.000171138,1,9
74,15,0.0997704,0.00016544,1,9
74,14,0.0918245,0.000169155,2,8
74,13,0.0841108,0.000104857,4,19
74,12,0.0765251,0.000109532,1,16
74,11,0.0692402,8.71696e-05,3,23
74,10,0.0618246,7.62527e-05,0,27
74,9,0.0548647,6.95956e-05,0,29
74,8,0.048042,5.41139e-05,3,42
74,7,0.0414439,3.64803e-05,4,79
74,6,0.0348965,2.96358e-05,4,101
74,5,0.0286194,2.25832e-05,1,142
74,4,0.0225133,1.52003e-05,4,243
74,3,0.0166051,9.61839e-06,11,439
74,2,0.0108958,4.91022e-06,13,1039
74,1,0.00535282,1.90164e-06,13,3114
72,47,0.413376,0.000819296,0,1
72,46,0.401684,0.000815635,1,1
72,40,0.337374,0.000786644,0,1
72,39,0.32734,0.000780702,0,1
72,37,0.305303,0.000766217,0,1
72,35,0.281318,0.000748093,1,1
72,34,0.271909,0.000740275,0,1
72,33,0.262525,0.000732061,1,1
72,31,0.241754,0.000712328,1,1
72,30,0.231894,0.000702172,1,1
72,28,0.214004,0.000682354,1,1
72,27,0.202355,0.000333286,0,4
72,26,0.193014,0.000266789,1,6
72,25,0.183417,0.000643885,0,1
72,24,0.173878,0.000280595,1,5
72,22,0.1563,0.00034862,2,3
72,21,0.146734,0.000221625,1,7
72,20,0.138461,0.000286851,1,4
72,19,0.129666,0.000196361,1,8
72,18,0.12177,0.000544079,0,1
72,17,0.112869,0.000303425,0,3
72,16,0.10518,0.000169203,1,9
72,15,0.0971859,0.000163586,1,9
72,14,0.089455,0.000167112,1,8
72,13,0.0819176,0.000103441,0,19
72,12,0.074322,0.000108004,1,16
72,11,0.0671857,8.5933e-05,1,23
72,10,0.0601438,7.54372e-05,1,27
72,9,0.0534127,6.8567e-05,4,29
72,8,0.0467756,5.34812e-05,3,42
72,7,0.0402527,3.59485e-05,3,79
72,6,0.033988,2.9241e-05,5,101
72,5,0.0278149,2.22837e-05,3,142
72,4,0.021911,1.50242e-05,6,243
72,3,0.0161732,9.50963e-06,6,439
72,2,0.0105872,4.83988e-06,11,1039
72,1,0.00519955,1.87297e-06,12,3114
70,47,0.405233,0.000816797,0,1
70,46,0.396239,0.000813766,1,1
70,40,0.330938,0.000782879,0,1
70,39,0.320062,0.00077614,0,1
70,37,0.298779,0.000761536,0,1
70,35,0.277479,0.000744952,0,1
70,34,0.26887,0.000737661,0,1
70,33,0.257075,0.000727094,1,1
70,31,0.235786,0.000706244,1,1
70,30,0.226225,0.000696091,1,1
70,28,0.207801,0.000675039,0,1
70,27,0.19735,0.00033016,0,4
70,26,0.188183,0.000264004,1,6
70,25,0.179935,0.000639102,0,1
70,24,0.169923,0.000278282,2,5
70,22,0.152333,0.000344352,0,3
70,21,0.143017,0.000218959,0,7
70,20,0.134506,0.000283593,2,4
70,19,0.126689,0.000194252,1,8
70,18,0.118285,0.0005373,0,1
70,17,0.110647,0.000300618,0,3
70,16,0.102334,0.000167045,2,9
70,15,0.0947989,0.000161343,0,9
70,14,0.0870849,0.000164842,1,8
70,13,0.0798758,0.000102447,2,19
70,12,0.0724422,0.000106826,0,16
70,11,0.0654582,8.49036e-05,1,23
70,10,0.0585272,7.43147e-05,0,27
70,9,0.0520184,6.78824e-05,2,29
70,8,0.0455175,5.27517e-05,5,42
70,7,0.0390606,3.54873e-05,3,79
70,6,0.0330115,2.88857e-05,5,101
70,5,0.0270682,2.20469e-05,3,142
70,4,0.0212813,1.479e-05,4,243
70,3,0.0156771,9.34989e-06,6,439
70,2,0.0102793,4.76838e-06,12,1039
70,1,0.00504706,1.84537e-06,14,3114
69,47,0.402025,0.000573822,2,2
69,46,0.390494,0.000570709,1,2
69,40,0.326502,0.000548137,0,2
69,39,0.316194,0.000544405,1,2
69,37,0.295438,0.000533857,1,2
69,35,0.273844,0.000522135,1,2
69,34,0.264016,0.000516079,0,2
69,33,0.252657,0.000508559,0,2
69,31,0.234495,0.000495747,1,2
69,30,0.224102,0.000488669,0,2
69,28,0.205337,0.000472641,2,2
69,27,0.195116,0.000231425,2,8
69,26,0.185693,0.000184881,1,12
69,25,0.177632,0.000447173,1,2
69,24,0.16822,0.000195298,3,10
69,22,0.150465,0.000241051,0,6
69,21,0.14176,0.000153941,3,14
69,20,0.133548,0.000198463,0,8
69,19,0.124706,0.000136041,2,16
69,18,0.116012,0.000375364,0,2
69,17,0.108713,0.000210041,0,6
69,16,0.101016,0.000116899,1,18
69,15,0.0935221,0.000113185,0,18
69,14,0.0858576,0.000115677,2,16
69,13,0.0786878,7.17375e-05,3,38
69,12,0.071515,7.50022e-05,3,32
69,11,0.0646384,5.94772e-05,4,46
69,10,0.0577309,5.20738e-05,3,54
69,9,0.0513299,4.75468e-05,4,58
69,8,0.0447809,3.68287e-05,7,84
69,7,0.038511,2.4812e-05,3,158
69,6,0.0325366,2.01867e-05,9,202
69,5,0.0266319,1.54116e-05,3,284
69,4,0.0209673,1.03548e-05,11,486
69,3,0.0154586,6.55224e-06,14,878
69,2,0.0101243,3.34106e-06,16,2078
69,1,0.00497149,1.29474e-06,34,6228
68,47,0.397704,0.000814279,1,1
68,46,0.387249,0.000810448,1,1
68,40,0.322017,0.000777386,0,1
68,39,0.312489,0.000771162,0,1
68,37,0.290516,0.000755344,0,1
68,35,0.271549,0.000739968,0,1
68,34,0.260721,0.000730433,1,1
68,33,0.250841,0.000721232,0,1
68,31,0.232071,0.000702359,0,1
68,30,0.222422,0.000691909,0,1
68,28,0.201708,0.000667623,1,1
68,27,0.192639,0.000327299,0,4
68,26,0.183672,0.000261178,0,6
68,25,0.175478,0.00063285,0,1
68,24,0.165922,0.000275908,0,5
68,22,0.148126,0.000341023,2,3
68,21,0.139811,0.000216806,0,7
68,20,0.131598,0.000280493,0,4
68,19,0.122988,0.000192098,2,8
68,18,0.114263,0.000529289,0,1
68,17,0.106907,0.000296277,0,3
68,16,0.0993579,0.00016498,0,9
68,15,0.0923148,0.000159895,1,9
68,14,0.0848441,0.000163257,2,8
68,13,0.0775058,0.000100972,1,19
68,12,0.0704762,0.000105715,1,16
68,11,0.0636161,8.37953e-05,3,23
68,10,0.0568743,7.32514e-05,3,27
68,9,0.050422,6.67982e-05,0,29
68,8,0.0441407,5.19243e-05,2,42
68,7,0.0380467,3.49659e-05,3,79
68,6,0.0320327,2.8386e-05,3,101
68,5,0.0263045,2.16777e-05,4,142
68,4,0.020644,1.45646e-05,7,243
68,3,0.0152284,9.20681e-06,7,439
68,2,0.00997229,4.70728e-06,9,1039
68,1,0.00489612,1.8185e-06,14,3114
63,47,0.378001,0.000806732,0,1
63,46,0.369301,0.000802952,1,1
63,40,0.304935,0.000765957,0,1
63,39,0.294018,0.000758005,0,1
63,37,0.275264,0.00074311,0,1
63,35,0.255265,0.000725412,0,1
63,34,0.245936,0.000716479,0,1
63,33,0.23588,0.000706341,1,1
63,31,0.218087,0.000687041,0,1
63,30,0.20851,0.000675887,0,1
63,28,0.189064,0.000651457,1,1
63,27,0.180336,0.000318911,1,4
63,26,0.17238,0.000255173,2,6
63,25,0.163631,0.000615489,1,1
63,24,0.155094,0.000268103,1,5
63,22,0.13861,0.000330532,0,3
63,21,0.130297,0.000210534,2,7
63,20,0.122324,0.000271842,1,4
63,19,0.114779,0.000186093,3,8
63,18,0.10644,0.000513101,0,1
63,17,0.0995394,0.000286805,0,3
63,16,0.0925593,0.000159881,0,9
63,15,0.0854088,0.000154073,0,9
63,14,0.078544,0.00015746,2,8
63,13,0.071943,9.77421e-05,1,19
63,12,0.0652094,0.000101903,1,16
63,11,0.0590317,8.09063e-05,3,23
63,10,0.0528075,7.0832e-05,3,27
63,9,0.0467712,6.44877e-05,0,29
63,8,0.0407955,5.00547e-05,3,42
63,7,0.0351382,3.3716e-05,2,79
63,6,0.0296325,2.74301e-05,6,101
63,5,0.0242926,2.09055e-05,2,142
63,4,0.0191091,1.40363e-05,2,243
63,3,0.0140739,8.88161e-06,6,439
63,2,0.00920788,4.52866e-06,14,1039
63,1,0.0045246,1.75102e-06,4,3114
62,47,0.374194,0.000805113,1,1
62,46,0.363623,0.000800334,1,1
62,40,0.30212,0.000763956,0,1
62,39,0.291521,0.000756113,0,1
62,37,0.272391,0.000740685,1,1
62,35,0.252256,0.000722579,0,1
62,34,0.243346,0.000713919,1,1
62,33,0.233192,0.00070354,0,1
62,31,0.213902,0.000682235,1,1
62,30,0.203862,0.000670271,0,1
62,28,0.186872,0.000648544,0,1
62,27,0.178597,0.000317635,2,4
62,26,0.169658,0.000252783,1,6
62,25,0.160952,0.000611406,0,1
62,24,0.152725,0.000266406,1,5
62,22,0.136223,0.000328954,0,3
62,21,0.128736,0.000209607,2,7
62,20,0.120537,0.000270109,1,4
62,19,0.112899,0.000185348,0,8
62,18,0.106083,0.000512342,1,1
62,17,0.0984497,0.000285842,0,3
62,16,0.091409,0.000159039,2,9
62,15,0.0844925,0.000153718,1,9
62,14,0.0774579,0.000156824,0,8
62,13,0.0707701,9.67279e-05,1,19
62,12,0.0645497,0.000101408,1,16
62,11,0.0580417,8.03954e-05,1,23
62,10,0.0519708,7.02199e-05,2,27
62,9,0.0461441,6.40251e-05,2,29
62,8,0.0401502,4.97424e-05,2,42
62,7,0.0345565,3.34486e-05,2,79
62,6,0.0291217,2.71318e-05,1,101
62,5,0.0238464,2.07325e-05,6,142
62,4,0.0187922,1.38971e-05,3,243
62,3,0.0138496,8.81642e-06,3,439
62,2,0.00905949,4.48114e-06,12,1039
62,1,0.00444753,1.73644e-06,10,3114
59,47,0.36194,0.000799535,0,1
59,46,0.353783,0.00079551,0,1
59,40,0.290422,0.000755271,1,1
59,39,0.281359,0.000748126,0,1
59,37,0.261092,0.000730769,0,1
59,35,0.242349,0.000712924,0,1
59,34,0.232356,0.00070266,0,1
59,33,0.223532,0.000693138,0,1
59,31,0.20462,0.000671197,1,1
59,30,0.198204,0.000663249,0,1
59,28,0.179891,0.000639041,0,1
59,27,0.170704,0.000311647,1,4
59,26,0.162256,0.000248854,0,6
59,25,0.153505,0.000599739,0,1
59,24,0.146259,0.000261696,1,5
59,22,0.130562,0.000322705,0,3
59,21,0.12279,0.000205566,0,7
59,20,0.114984,0.000264524,0,4
59,19,0.107945,0.000181275,2,8
59,18,0.0999131,0.000498932,0,1
59,17,0.0942441,0.000280334,1,3
59,16,0.0869819,0.000155436,1,9
59,15,0.0803238,0.000150002,1,9
59,14,0.0740864,0.000152981,0,8
59,13,0.0676106,9.50696e-05,1,19
59,12,0.0613122,9.90697e-05,0,16
59,11,0.0552585,7.85132e-05,1,23
59,10,0.0495186,6.86228e-05,2,27
59,9,0.0437578,6.25609e-05,2,29
59,8,0.0382111,4.85542e-05,1,42
59,7,0.0328996,3.2604e-05,4,79
59,6,0.0277757,2.65757e-05,4,101
59,5,0.0227071,2.02336e-05,1,142
59,4,0.0178428,1.35949e-05,3,243
59,3,0.0131465,8.56283e-06,7,439
59,2,0.00860726,4.38032e-06,9,1039
59,1,0.00422197,1.69432e-06,15,3114
58,47,0.35862,0.000561574,1,2
58,46,0.348698,0.000557418,2,2
58,40,0.287734,0.000530693,0,2
58,39,0.277218,0.000523587,0,2
58,37,0.257972,0.00051131,0,2
58,35,0.238978,0.000499573,0,2
58,34,0.229806,0.000493218,0,2
58,33,0.220861,0.000485314,1,2
58,31,0.203513,0.000471029,0,2
58,30,0.194498,0.000463521,0,2
58,28,0.176336,0.000446836,0,2
58,27,0.168173,0.0002183,2,8
58,26,0.159658,0.000174146,3,12
58,25,0.151667,0.000420279,0,2
58,24,0.143805,0.000183075,1,10
58,22,0.128015,0.000225969,1,6
58,21,0.121099,0.000143686,3,14
58,20,0.11339,0.000185417,1,8
58,19,0.106033,0.000126734,3,16
58,18,0.0993899,0.000351318,0,2
58,17,0.0924412,0.000195297,0,6
58,16,0.0854949,0.000108649,0,18
58,15,0.0789221,0.000105138,1,18
58,14,0.0726726,0.000107159,1,16
58,13,0.0663469,6.625e-05,2,38
58,12,0.0603888,6.92942e-05,1,32
58,11,0.054296,5.47393e-05,1,46
58,10,0.0485952,4.80207e-05,0,54
58,9,0.043045,4.38259e-05,3,58
58,8,0.0375891,3.40212e-05,4,84
58,7,0.0323617,2.28334e-05,5,158
58,6,0.0272803,1.85481e-05,11,202
58,5,0.0223157,1.41382e-05,10,284
58,4,0.0175307,9.50894e-06,4,486
58,3,0.0129091,6.00924e-06,10,878
58,2,0.00845534,3.05485e-06,15,2078
58,1,0.00415075,1.18677e-06,30,6228
55,47,0.346068,0.00055629,0,2
55,46,0.336203,0.000552958,1,2
55,40,0.276853,0.000524151,0,2
55,39,0.26597,0.000518037,1,2
55,37,0.246905,0.000504092,1,2
55,35,0.229469,0.00049255,0,2
55,34,0.219813,0.000485653,0,2
55,33,0.211193,0.000478314,0,2
55,31,0.193974,0.000463831,1,2
55,30,0.185406,0.00045508,0,2
55,28,0.170338,0.000440273,0,2
55,27,0.160628,0.000214009,1,8
55,26,0.152584,0.000171044,3,12
55,25,0.145016,0.000412889,0,2
55,24,0.13722,0.000179709,1,10
55,22,0.122133,0.00022089,0,6
55,21,0.115156,0.000140494,1,14
55,20,0.107961,0.000181166,0,8
55,19,0.10081,0.000123954,2,16
55,18,0.094586,0.00034289,1,2
55,17,0.0878568,0.000191529,0,6
55,16,0.0813191,0.000106049,0,18
55,15,0.074991,0.000102267,0,18
55,14,0.0690181,0.000104744,0,16
55,13,0.0629628,6.46861e-05,1,38
55,12,0.0571765,6.75756e-05,0,32
55,11,0.0515787,5.35274e-05,2,46
55,10,0.046111,4.6843e-05,1,54
55,9,0.0408061,4.25944e-05,2,58
55,8,0.035633,3.31009e-05,0,84
55,7,0.0306658,2.22465e-05,4,158
55,6,0.0258036,1.80608e-05,3,202
55,5,0.0211426,1.37639e-05,9,284
55,4,0.0166156,9.26638e-06,11,486
55,3,0.0122276,5.82479e-06,10,878
55,2,0.00799872,2.97819e-06,28,2078
55,1,0.00392781,1.1543e-06,26,6228
54,47,0.342767,0.000555099,1,2
54,46,0.332072,0.000551158,0,2
54,40,0.272672,0.000521567,1,2
54,39,0.262838,0.000514971,0,2
54,37,0.244056,0.000502354,0,2
54,35,0.226492,0.000489833,0,2
54,34,0.217248,0.000482918,1,2
54,33,0.208299,0.00047598,0,2
54,31,0.191472,0.000460926,0,2
54,30,0.181877,0.000452097,0,2
54,28,0.165499,0.000435774,1,2
54,27,0.157842,0.00021302,1,8
54,26,0.150034,0.000169661,1,12
54,25,0.142141,0.000408959,0,2
54,24,0.135032,0.000178365,3,10
54,22,0.120071,0.000219686,0,6
54,21,0.112898,0.000139342,1,14
54,20,0.106249,0.000179972,2,8
54,19,0.0994048,0.000123493,0,16
54,18,0.0926898,0.0003397,0,2
54,17,0.086369,0.000190004,0,6
54,16,0.0799069,0.000105425,2,18
54,15,0.0736376,0.000101513,2,18
54,14,0.0677297,0.000103892,2,16
54,13,0.061875,6.42115e-05,1,38
54,12,0.0563098,6.69881e-05,1,32
54,11,0.0506685,5.31648e-05,3,46
54,10,0.0452119,4.64058e-05,2,54
54,9,0.0400796,4.22782e-05,4,58
54,8,0.0349819,3.28303e-05,4,84
54,7,0.0301035,2.20737e-05,7,158
54,6,0.0253379,1.79196e-05,5,202
54,5,0.020727,1.36628e-05,9,284
54,4,0.0163084,9.16752e-06,8,486
54,3,0.0119919,5.78236e-06,10,878
54,2,0.00785584,2.9584e-06,17,2078
54,1,0.00385202,1.14268e-06,19,6228
52,47,0.333363,0.000784317,0,1
52,46,0.321917,0.000777323,0,1
52,40,0.267029,0.000736056,0,1
52,39,0.25658,0.000726635,0,1
52,37,0.236481,0.000706962,1,1
52,35,0.218117,0.000687075,0,1
52,34,0.209896,0.000677537,0,1
52,33,0.201055,0.000666813,0,1
52,31,0.183935,0.000644589,0,1
52,30,0.175835,0.000633357,0,1
52,28,0.161848,0.000612779,0,1
52,27,0.152991,0.000298803,0,4
52,26,0.145428,0.000237913,2,6
52,25,0.137467,0.000572896,0,1
52,24,0.130485,0.000249503,0,5
52,22,0.115881,0.000307409,0,3
52,21,0.109169,0.000194793,0,7
52,20,0.102628,0.000251626,1,4
52,19,0.0962316,0.000172282,0,8
52,18,0.0897903,0.000475635,0,1
52,17,0.0833619,0.00026454,0,3
52,16,0.0771258,0.000146986,0,9
52,15,0.0710794,0.00014164,0,9
52,14,0.0656521,0.000145037,2,8
52,13,0.0596187,8.95308e-05,1,19
52,12,0.0541436,9.35079e-05,2,16
52,11,0.0488437,7.39345e-05,0,23
52,10,0.0435713,6.46593e-05,3,27
52,9,0.0386347,5.89046e-05,2,29
52,8,0.0336649,4.56541e-05,3,42
52,7,0.0290004,3.06728e-05,1,79
52,6,0.0243843,2.49248e-05,4,101
52,5,0.0199666,1.89537e-05,2,142
52,4,0.0156619,1.27308e-05,6,243
52,3,0.011533,8.0533e-06,1,439
52,2,0.00754465,4.10338e-06,7,1039
52,1,0.00370531,1.58855e-06,14,3114
