disease_associates,gene_associates,prior_perm,prior_perm_stderr,n_associations,n_possible
196,35,0.539068,0.000829332,0,1
196,34,0.527999,0.00083057,0,1
196,33,0.513945,0.000831552,0,1
196,31,0.485709,0.000831535,0,1
196,30,0.471237,0.000830498,0,1
196,28,0.441757,0.000826212,1,1
196,27,0.430011,0.000410962,3,4
196,26,0.415131,0.000333319,2,6
196,25,0.400696,0.000815304,1,1
196,24,0.384697,0.00036101,3,5
196,22,0.354496,0.000459774,2,3
196,21,0.338398,0.000297007,0,7
196,20,0.32241,0.000387979,2,4
196,19,0.306709,0.000269775,5,8
196,18,0.290115,0.000755035,0,1
196,17,0.274823,0.000428946,2,3
196,16,0.257882,0.000241777,0,9
196,15,0.241822,0.000235883,4,9
196,14,0.225377,0.000245112,1,8
196,13,0.209195,0.00015357,6,19
196,12,0.192705,0.000162845,2,16
196,11,0.176287,0.000131121,2,23
196,10,0.15961,0.000115955,5,27
196,9,0.143241,0.000107232,4,29
196,8,0.126831,8.45071e-05,6,42
196,7,0.110364,5.73939e-05,12,79
196,6,0.0942471,4.71755e-05,9,101
196,5,0.0781035,3.63052e-05,12,142
196,4,0.0621122,2.46715e-05,16,243
196,3,0.0462689,1.57344e-05,20,439
196,2,0.0306251,8.07284e-06,27,1039
196,1,0.0152054,3.12611e-06,46,3114
181,47,0.655305,0.000790729,0,1
181,46,0.645556,0.000795846,1,1
181,40,0.578378,0.000821591,1,1
181,39,0.564905,0.000824837,1,1
181,37,0.542814,0.00082882,1,1
181,35,0.517871,0.000831344,1,1
181,34,0.50395,0.000831849,1,1
181,33,0.491092,0.000831743,0,1
181,31,0.464342,0.000829757,1,1
181,30,0.449823,0.000827676,1,1
181,28,0.422267,0.000821761,1,1
181,27,0.407924,0.000407808,1,4
181,26,0.393082,0.000329808,0,6
181,25,0.377126,0.000806365,0,1
181,24,0.363763,0.000356509,1,5
181,22,0.33425,0.00045199,2,3
181,21,0.318346,0.000292156,2,7
181,20,0.30323,0.000381568,0,4
181,19,0.288203,0.000264739,3,8
181,18,0.272809,0.00074104,0,1
181,17,0.257501,0.000419975,1,3
181,16,0.24106,0.000235991,2,9
181,15,0.225508,0.000230807,1,9
181,14,0.210376,0.000238779,1,8
181,13,0.194574,0.000149793,5,19
181,12,0.179338,0.000158226,3,16
181,11,0.163436,0.000126908,3,23
181,10,0.148027,0.000112656,5,27
181,9,0.132655,0.000103888,3,29
181,8,0.11723,8.15504e-05,4,42
181,7,0.101935,5.53814e-05,11,79
181,6,0.0869051,4.54404e-05,8,101
181,5,0.0719266,3.50065e-05,6,142
181,4,0.0571029,2.37362e-05,16,243
181,3,0.0425014,1.51317e-05,16,439
181,2,0.0281298,7.74724e-06,35,1039
181,1,0.013938,2.99871e-06,43,3114
179,47,0.65394,0.000791467,1,1
179,46,0.641636,0.000797801,1,1
179,40,0.576603,0.000822054,1,1
179,39,0.564164,0.000824997,1,1
179,37,0.539932,0.000829218,1,1
179,35,0.513372,0.000831578,1,1
179,34,0.500116,0.000831875,1,1
179,33,0.487054,0.000831596,0,1
179,31,0.459703,0.000829169,0,1
179,30,0.446809,0.000827155,0,1
179,28,0.419688,0.000821074,0,1
179,27,0.404687,0.000406613,3,4
179,26,0.390635,0.000329796,3,6
179,25,0.37464,0.000805305,0,1
179,24,0.361079,0.000355596,3,5
179,22,0.331051,0.000450645,1,3
179,21,0.316003,0.0002913,3,7
179,20,0.29982,0.000380147,1,4
179,19,0.285305,0.000264689,2,8
179,18,0.271245,0.000739707,0,1
179,17,0.254768,0.000418301,2,3
179,16,0.239284,0.00023581,3,9
179,15,0.2238,0.000230086,2,9
179,14,0.20849,0.000237839,2,8
179,13,0.193041,0.000149448,4,19
179,12,0.177112,0.000157838,1,16
179,11,0.162002,0.000126674,3,23
179,10,0.146584,0.000112211,5,27
179,9,0.131092,0.000103084,5,29
179,8,0.115871,8.13265e-05,5,42
179,7,0.100857,5.51158e-05,8,79
179,6,0.0858567,4.52574e-05,8,101
179,5,0.07109,3.48082e-05,11,142
179,4,0.0564344,2.35999e-05,21,243
179,3,0.0420416,1.50294e-05,20,439
179,2,0.0277793,7.71482e-06,25,1039
179,1,0.0137688,2.97626e-06,31,3114
168,47,0.637326,0.000799884,1,1
168,46,0.627231,0.000804492,0,1
168,40,0.557346,0.000826386,0,1
168,39,0.546418,0.000828283,1,1
168,37,0.520769,0.000831157,1,1
168,35,0.496111,0.00083185,0,1
168,34,0.483156,0.000831403,0,1
168,33,0.469972,0.000830374,0,1
168,31,0.443828,0.000826609,0,1
168,30,0.429882,0.000823655,0,1
168,28,0.401878,0.0008157,1,1
168,27,0.38828,0.000404654,3,4
168,26,0.373143,0.000326711,2,6
168,25,0.359269,0.000798245,1,1
168,24,0.345206,0.000352968,2,5
168,22,0.315817,0.000445715,2,3
168,21,0.300838,0.000287211,2,7
168,20,0.28623,0.000375325,0,4
168,19,0.271453,0.000259793,3,8
168,18,0.255677,0.000725797,1,1
168,17,0.241181,0.000410142,0,3
168,16,0.226912,0.000231065,3,9
168,15,0.211739,0.000225794,3,9
168,14,0.197162,0.000233427,2,8
168,13,0.182021,0.000145878,3,19
168,12,0.16724,0.00015448,2,16
168,11,0.152503,0.000123597,2,23
168,10,0.137887,0.000109143,2,27
168,9,0.123364,0.000100535,3,29
168,8,0.108866,7.90402e-05,6,42
168,7,0.0946801,5.34923e-05,8,79
168,6,0.0806703,4.3986e-05,9,101
168,5,0.0666004,3.37954e-05,14,142
168,4,0.0528015,2.28901e-05,4,243
168,3,0.0392838,1.45394e-05,21,439
168,2,0.0259438,7.45967e-06,29,1039
168,1,0.0128463,2.88944e-06,37,3114
165,47,0.632637,0.000802072,1,1
165,46,0.620961,0.000807165,1,1
165,40,0.551948,0.000827373,1,1
165,39,0.541255,0.000829039,1,1
165,37,0.51639,0.000831428,1,1
165,35,0.492889,0.000831791,0,1
165,34,0.479741,0.000831192,0,1
165,33,0.46538,0.000829879,1,1
165,31,0.439385,0.00082574,1,1
165,30,0.424457,0.000822326,1,1
165,28,0.397311,0.000814142,0,1
165,27,0.382873,0.0004031,4,4
165,26,0.369734,0.000326707,2,6
165,25,0.355682,0.00079647,0,1
165,24,0.339816,0.000351091,4,5
165,22,0.310949,0.000444232,0,3
165,21,0.296692,0.000285795,1,7
165,20,0.281851,0.000372628,1,4
165,19,0.267369,0.000258818,2,8
165,18,0.25245,0.000722763,0,1
165,17,0.238647,0.00040891,1,3
165,16,0.223004,0.000229889,0,9
165,15,0.208035,0.000224092,3,9
165,14,0.193416,0.000230973,0,8
165,13,0.178892,0.000145336,0,19
165,12,0.164557,0.000152766,1,16
165,11,0.14988,0.000122435,0,23
165,10,0.135652,0.000108705,4,27
165,9,0.121162,9.96872e-05,3,29
165,8,0.106971,7.83866e-05,3,42
165,7,0.0930127,5.31206e-05,6,79
165,6,0.0791052,4.35724e-05,14,101
165,5,0.0653811,3.35159e-05,8,142
165,4,0.0518308,2.26712e-05,14,243
165,3,0.0385551,1.44345e-05,19,439
165,2,0.0254484,7.39493e-06,24,1039
165,1,0.0125981,2.86203e-06,43,3114
155,47,0.615118,0.000809527,0,1
155,46,0.605056,0.000813306,1,1
155,40,0.537593,0.000829521,0,1
155,39,0.524738,0.000830857,0,1
155,37,0.499585,0.000831875,1,1
155,35,0.474451,0.000830789,1,1
155,34,0.461422,0.000829396,0,1
155,33,0.447808,0.000827331,0,1
155,31,0.422126,0.000821724,1,1
155,30,0.408649,0.000817873,1,1
155,28,0.381015,0.000807978,0,1
155,27,0.367552,0.000400244,2,4
155,26,0.352647,0.000323566,0,6
155,25,0.34012,0.000788201,1,1
155,24,0.32511,0.000347799,2,5
155,22,0.297361,0.000438073,0,3
155,21,0.28254,0.000281439,2,7
155,20,0.268648,0.000368271,1,4
155,19,0.253697,0.00025481,2,8
155,18,0.240209,0.000710772,0,1
155,17,0.226404,0.000401647,1,3
155,16,0.211865,0.000225178,2,9
155,15,0.197697,0.000219968,2,9
155,14,0.183265,0.000226874,1,8
155,13,0.169362,0.000141707,3,19
155,12,0.155104,0.000149527,2,16
155,11,0.141522,0.000119523,6,23
155,10,0.127757,0.000105601,3,27
155,9,0.114052,9.7167e-05,5,29
155,8,0.100575,7.61442e-05,4,42
155,7,0.0873997,5.17368e-05,7,79
155,6,0.0741738,4.22831e-05,1,101
155,5,0.0612541,3.25061e-05,8,142
155,4,0.0485707,2.20663e-05,12,243
155,3,0.0360541,1.39896e-05,15,439
155,2,0.0237858,7.1683e-06,33,1039
155,1,0.0117699,2.7719e-06,35,3114
150,47,0.606282,0.000812864,0,1
150,46,0.595689,0.000816499,1,1
150,40,0.528813,0.000830493,1,1
150,39,0.517453,0.000831368,0,1
150,37,0.491015,0.000831741,1,1
150,35,0.465953,0.000829944,1,1
150,34,0.452423,0.000828101,0,1
150,33,0.440141,0.000825892,1,1
150,31,0.412723,0.000819104,0,1
150,30,0.400164,0.000815124,1,1
150,28,0.373223,0.000804691,0,1
150,27,0.358496,0.000398283,0,4
150,26,0.344943,0.000321758,1,6
150,25,0.331846,0.00078342,0,1
150,24,0.317072,0.000344556,2,5
150,22,0.28981,0.000435289,1,3
150,21,0.275777,0.000279261,2,7
150,20,0.261358,0.00036465,0,4
150,19,0.247595,0.000252273,2,8
150,18,0.233585,0.000703952,0,1
150,17,0.220375,0.000397946,2,3
150,16,0.205857,0.000223268,4,9
150,15,0.191816,0.000216864,2,9
150,14,0.178191,0.000224394,2,8
150,13,0.164322,0.000139885,2,19
150,12,0.150414,0.00014757,3,16
150,11,0.137298,0.000118274,3,23
150,10,0.123659,0.000104264,7,27
150,9,0.110413,9.57788e-05,2,29
150,8,0.097447,7.5061e-05,2,42
150,7,0.0844215,5.09512e-05,4,79
150,6,0.0718007,4.16642e-05,6,101
150,5,0.0592733,3.21047e-05,9,142
150,4,0.0469452,2.16805e-05,15,243
150,3,0.0348123,1.37528e-05,17,439
150,2,0.0229665,7.03551e-06,26,1039
150,1,0.0113549,2.72459e-06,30,3114
149,47,0.604732,0.000813421,1,1
149,46,0.595556,0.000816542,0,1
149,40,0.525998,0.00083075,1,1
149,39,0.512213,0.000831627,0,1
149,37,0.488928,0.000831671,0,1
149,35,0.463207,0.00082962,0,1
149,34,0.450587,0.000827803,0,1
149,33,0.437007,0.000825247,1,1
149,31,0.411262,0.000818669,0,1
149,30,0.398653,0.000814607,0,1
149,28,0.369807,0.00080318,0,1
149,27,0.356823,0.000397488,1,4
149,26,0.343475,0.000320996,2,6
149,25,0.330193,0.000782433,1,1
149,24,0.315205,0.000344649,3,5
149,22,0.288234,0.000434311,1,3
149,21,0.274152,0.000278821,3,7
149,20,0.259755,0.000363825,1,4
149,19,0.246017,0.000252286,3,8
149,18,0.231507,0.000701762,1,1
149,17,0.218378,0.000396502,0,3
149,16,0.204077,0.000222612,0,9
149,15,0.190524,0.000216493,1,9
149,14,0.176674,0.000223176,2,8
149,13,0.163407,0.000139772,2,19
149,12,0.149535,0.000147536,2,16
149,11,0.136394,0.000118027,3,23
149,10,0.122759,0.000103742,3,27
149,9,0.109722,9.57187e-05,3,29
149,8,0.0967387,7.50274e-05,5,42
149,7,0.0839355,5.08241e-05,7,79
149,6,0.0712433,4.14894e-05,3,101
149,5,0.0588782,3.18289e-05,7,142
149,4,0.0466307,2.15695e-05,13,243
149,3,0.0345995,1.37133e-05,12,439
149,2,0.0228078,7.02771e-06,25,1039
149,1,0.0112738,2.71374e-06,42,3114
143,47,0.595753,0.000816479,0,1
143,46,0.583919,0.000820075,1,1
143,40,0.512813,0.000831602,1,1
143,39,0.503576,0.000831854,1,1
143,37,0.475796,0.0008309,0,1
143,35,0.453289,0.000828237,0,1
143,34,0.438461,0.000825551,0,1
143,33,0.426367,0.000822805,0,1
143,31,0.401914,0.000815712,1,1
143,30,0.386698,0.000810236,0,1
143,28,0.360869,0.000799021,0,1
143,27,0.346956,0.000394563,1,4
143,26,0.334049,0.0003189,2,6
143,25,0.319597,0.000775841,0,1
143,24,0.306366,0.000341095,1,5
143,22,0.279508,0.000430465,1,3
143,21,0.265311,0.000276189,2,7
143,20,0.251419,0.000359975,0,4
143,19,0.236964,0.000248618,1,8
143,18,0.223715,0.00069334,1,1
143,17,0.210731,0.000391157,1,3
143,16,0.197074,0.000219512,2,9
143,15,0.183998,0.000214799,0,9
143,14,0.170783,0.000220516,0,8
143,13,0.157166,0.000137641,2,19
143,12,0.143902,0.000145121,5,16
143,11,0.130983,0.000115949,2,23
143,10,0.118203,0.000102141,2,27
143,9,0.105453,9.39237e-05,3,29
143,8,0.0929825,7.35653e-05,4,42
143,7,0.0804366,4.97951e-05,6,79
143,6,0.0684409,4.08127e-05,7,101
143,5,0.0563607,3.12492e-05,9,142
143,4,0.0446064,2.11821e-05,10,243
143,3,0.0331237,1.34257e-05,20,439
143,2,0.02182,6.87144e-06,23,1039
143,1,0.0107868,2.66238e-06,34,3114
142,47,0.593641,0.000817156,0,1
142,46,0.580429,0.000821042,1,1
142,40,0.511905,0.00083164,1,1
142,39,0.498846,0.000831873,0,1
142,37,0.47542,0.00083087,1,1
142,35,0.449929,0.000827694,1,1
142,34,0.438422,0.000825543,1,1
142,33,0.423593,0.000822105,1,1
142,31,0.39854,0.000814568,0,1
142,30,0.385693,0.000809845,0,1
142,28,0.357946,0.000797596,1,1
142,27,0.344281,0.000393992,0,4
142,26,0.331482,0.000318745,5,6
142,25,0.31916,0.000775559,0,1
142,24,0.304114,0.00034102,1,5
142,22,0.276748,0.000429251,0,3
142,21,0.263356,0.000275453,2,7
142,20,0.249922,0.000358784,0,4
142,19,0.236049,0.000248718,0,8
142,18,0.222688,0.000692204,0,1
142,17,0.210388,0.000391244,1,3
142,16,0.196171,0.000218906,3,9
142,15,0.182375,0.000213198,0,9
142,14,0.169399,0.000219607,2,8
142,13,0.156072,0.000137216,3,19
142,12,0.143266,0.000144726,2,16
142,11,0.130199,0.000115547,2,23
142,10,0.11745,0.00010226,3,27
142,9,0.1047,9.37089e-05,2,29
142,8,0.0922556,7.33649e-05,7,42
142,7,0.0799722,4.96986e-05,5,79
142,6,0.0678654,4.06709e-05,8,101
142,5,0.0559376,3.11112e-05,9,142
142,4,0.0443514,2.10927e-05,12,243
142,3,0.032879,1.33766e-05,18,439
142,2,0.0216699,6.84032e-06,24,1039
142,1,0.010702,2.6457e-06,26,3114
132,47,0.573127,0.00082293,1,1
132,46,0.563784,0.000825079,0,1
132,40,0.49422,0.00083182,1,1
132,39,0.479002,0.000831141,1,1
132,37,0.455891,0.000828632,1,1
132,35,0.431139,0.000823948,1,1
132,34,0.417188,0.000820386,1,1
132,33,0.405515,0.000816887,0,1
132,31,0.379606,0.0008074,1,1
132,30,0.36769,0.000802221,0,1
132,28,0.341592,0.000789023,1,1
132,27,0.327697,0.000389405,1,4
132,26,0.313842,0.000313772,2,6
132,25,0.299891,0.000762348,0,1
132,24,0.287413,0.000335666,1,5
132,22,0.261492,0.000421944,0,3
132,21,0.248752,0.000270803,0,7
132,20,0.235479,0.000352135,0,4
132,19,0.222174,0.000242884,3,8
132,18,0.209099,0.00067659,0,1
132,17,0.19696,0.000381728,0,3
132,16,0.183469,0.000213351,3,9
132,15,0.170821,0.000207907,3,9
132,14,0.158277,0.000213473,0,8
132,13,0.145759,0.000133658,4,19
132,12,0.133758,0.000140617,1,16
132,11,0.121443,0.000111887,2,23
132,10,0.109328,9.89105e-05,5,27
132,9,0.097516,9.0737e-05,3,29
132,8,0.0857978,7.09217e-05,3,42
132,7,0.074324,4.78998e-05,4,79
132,6,0.0630564,3.92622e-05,5,101
132,5,0.0519544,3.00951e-05,9,142
132,4,0.0410354,2.03013e-05,9,243
132,3,0.030431,1.28937e-05,11,439
132,2,0.0200404,6.59024e-06,16,1039
132,1,0.00989206,2.55038e-06,39,3114
131,47,0.57141,0.000823347,0,1
131,46,0.560764,0.000825709,0,1
131,40,0.490049,0.000831711,0,1
131,39,0.477687,0.000831047,1,1
131,37,0.452766,0.000828155,0,1
131,35,0.428136,0.000823238,0,1
131,34,0.416781,0.000820272,0,1
131,33,0.40389,0.000816363,0,1
131,31,0.378554,0.000806964,0,1
131,30,0.364246,0.000800627,1,1
131,28,0.339292,0.000787734,0,1
131,27,0.325165,0.00038847,1,4
131,26,0.312561,0.000313545,3,6
131,25,0.298056,0.000761007,1,1
131,24,0.286437,0.000335638,0,5
131,22,0.26085,0.000420406,0,3
131,21,0.246885,0.000269887,2,7
131,20,0.234261,0.000351827,3,4
131,19,0.221222,0.000242124,1,8
131,18,0.207463,0.000674634,1,1
131,17,0.195095,0.000380049,0,3
131,16,0.182497,0.000213227,0,9
131,15,0.169857,0.00020763,0,9
131,14,0.156756,0.000213011,2,8
131,13,0.145076,0.000132977,6,19
131,12,0.132438,0.000139971,4,16
131,11,0.120366,0.000111815,0,23
131,10,0.108574,9.86805e-05,3,27
131,9,0.0967589,9.05525e-05,3,29
131,8,0.0852269,7.07251e-05,3,42
131,7,0.0737308,4.77491e-05,9,79
131,6,0.0625546,3.91423e-05,8,101
131,5,0.0515426,2.9954e-05,9,142
131,4,0.0407484,2.02587e-05,8,243
131,3,0.0301554,1.28651e-05,15,439
131,2,0.0198804,6.57258e-06,18,1039
131,1,0.00981249,2.54629e-06,29,3114
121,47,0.55017,0.000582294,2,2
121,46,0.538645,0.000582817,1,2
121,40,0.469675,0.000584127,0,2
121,39,0.457645,0.000582483,1,2
121,37,0.432411,0.00057867,1,2
121,35,0.408175,0.000574587,1,2
121,34,0.395037,0.000571808,2,2
121,33,0.382406,0.000568566,1,2
121,31,0.358037,0.000559924,0,2
121,30,0.345617,0.000556547,2,2
121,28,0.319939,0.000545416,1,2
121,27,0.306393,0.000268608,4,8
121,26,0.294063,0.000215881,4,12
121,25,0.281899,0.000525702,0,2
121,24,0.268647,0.000231288,0,10
121,22,0.243523,0.000289009,3,6
121,21,0.231301,0.000185664,6,14
121,20,0.218748,0.00024076,3,8
121,19,0.206619,0.000166516,0,16
121,18,0.194058,0.000462038,1,2
121,17,0.182074,0.000259958,1,6
121,16,0.169925,0.000145772,4,18
121,15,0.157824,0.00014174,3,18
121,14,0.145961,0.000145379,0,16
121,13,0.13452,9.06651e-05,4,38
121,12,0.12306,9.54201e-05,4,32
121,11,0.111731,7.60495e-05,4,46
121,10,0.100529,6.70428e-05,7,54
121,9,0.089491,6.12716e-05,9,58
121,8,0.0785949,4.80498e-05,5,84
121,7,0.0680853,3.2433e-05,13,158
121,6,0.0576631,2.64766e-05,12,202
121,5,0.0474635,2.03074e-05,14,284
121,4,0.0375053,1.36661e-05,18,486
121,3,0.0277697,8.68251e-06,16,878
121,2,0.018267,4.45324e-06,44,2078
121,1,0.00901093,1.72218e-06,51,6228
120,47,0.548549,0.000827945,1,1
120,46,0.536909,0.000829606,1,1
120,40,0.466061,0.000829957,0,1
120,39,0.455985,0.000828646,0,1
120,37,0.430159,0.00082372,0,1
120,35,0.406417,0.000817175,0,1
120,34,0.39323,0.000812688,1,1
120,33,0.379877,0.000807512,0,1
120,31,0.355388,0.000796322,0,1
120,30,0.342088,0.000789298,0,1
120,28,0.317577,0.000774532,0,1
120,27,0.305203,0.000382308,2,4
120,26,0.291904,0.000307649,1,6
120,25,0.279513,0.000746625,0,1
120,24,0.266477,0.00032799,2,5
120,22,0.242619,0.000411735,0,3
120,21,0.229373,0.000262586,1,7
120,20,0.21772,0.000342705,0,4
120,19,0.204719,0.000236283,2,8
120,18,0.194096,0.000658019,0,1
120,17,0.180214,0.000368606,0,3
120,16,0.168553,0.00020665,0,9
120,15,0.156724,0.000200536,0,9
120,14,0.144973,0.000205991,1,8
120,13,0.133509,0.000128521,3,19
120,12,0.122067,0.00013486,2,16
120,11,0.110859,0.000107848,2,23
120,10,0.0996422,9.47821e-05,5,27
120,9,0.0887392,8.69731e-05,2,29
120,8,0.0780582,6.7961e-05,4,42
120,7,0.0674803,4.58352e-05,7,79
120,6,0.0571192,3.74973e-05,6,101
120,5,0.0470585,2.87221e-05,11,142
120,4,0.0372069,1.94129e-05,8,243
120,3,0.027523,1.22699e-05,13,439
120,2,0.0181189,6.29062e-06,19,1039
120,1,0.00892939,2.43159e-06,26,3114
118,47,0.5435,0.000828721,1,1
118,46,0.532494,0.000830117,1,1
118,40,0.461269,0.000829376,0,1
118,39,0.449046,0.000827544,1,1
118,37,0.426217,0.000822768,1,1
118,35,0.40187,0.000815697,1,1
118,34,0.388184,0.000810807,0,1
118,33,0.377073,0.000806343,1,1
118,31,0.351054,0.000794108,0,1
118,30,0.337645,0.000786799,0,1
118,28,0.31413,0.000772261,1,1
118,27,0.301493,0.000380651,1,4
118,26,0.288253,0.000306441,1,6
118,25,0.276269,0.000743948,0,1
118,24,0.263752,0.000326823,1,5
118,22,0.238913,0.000408538,1,3
118,21,0.226177,0.000261885,1,7
118,20,0.214402,0.000340282,1,4
118,19,0.202187,0.000235142,1,8
118,18,0.189701,0.000652297,0,1
118,17,0.177725,0.000366949,0,3
118,16,0.16591,0.00020477,0,9
118,15,0.15455,0.000199065,0,9
118,14,0.142757,0.000204813,1,8
118,13,0.131429,0.00012768,4,19
118,12,0.119928,0.000134278,2,16
118,11,0.109117,0.000107091,1,23
118,10,0.0981847,9.41584e-05,2,27
118,9,0.08729,8.64107e-05,5,29
118,8,0.0767413,6.73444e-05,3,42
118,7,0.0663875,4.55803e-05,4,79
118,6,0.0561422,3.71818e-05,3,101
118,5,0.0462346,2.85371e-05,11,142
118,4,0.0365687,1.92334e-05,13,243
118,3,0.0270265,1.2181e-05,7,439
118,2,0.0177905,6.23141e-06,20,1039
118,1,0.00877204,2.41137e-06,28,3114
114,47,0.534681,0.000829872,1,1
114,46,0.522947,0.000830999,1,1
114,40,0.452467,0.000828108,1,1
114,39,0.441478,0.000826158,0,1
114,37,0.416632,0.00082023,0,1
114,35,0.391636,0.000812103,1,1
114,34,0.381643,0.000808233,0,1
114,33,0.367977,0.000802352,1,1
114,31,0.342102,0.000789306,0,1
114,30,0.330869,0.000782838,0,1
114,28,0.304747,0.000765825,0,1
114,27,0.293074,0.000377786,2,4
114,26,0.28063,0.00030369,1,6
114,25,0.268629,0.000737452,0,1
114,24,0.255424,0.000324143,3,5
114,22,0.231539,0.000404338,1,3
114,21,0.219734,0.000258873,3,7
114,20,0.207723,0.000336269,2,4
114,19,0.195699,0.000232137,1,8
114,18,0.185571,0.000646799,0,1
114,17,0.172201,0.000362608,1,3
114,16,0.16146,0.000202675,2,9
114,15,0.149686,0.000196817,0,9
114,14,0.13844,0.000202288,0,8
114,13,0.127406,0.000125968,2,19
114,12,0.116272,0.000132366,0,16
114,11,0.105282,0.000105556,7,23
114,10,0.094826,9.28986e-05,1,27
114,9,0.0844077,8.49437e-05,3,29
114,8,0.0741742,6.63337e-05,3,42
114,7,0.0640865,4.48982e-05,4,79
114,6,0.0542506,3.66342e-05,7,101
114,5,0.0446356,2.793e-05,7,142
114,4,0.0352366,1.89019e-05,3,243
114,3,0.026089,1.19845e-05,14,439
114,2,0.0171541,6.121e-06,15,1039
114,1,0.00845427,2.36689e-06,27,3114
111,47,0.527977,0.000830572,1,1
111,46,0.515141,0.000831494,0,1
111,40,0.445212,0.000826866,1,1
111,39,0.433528,0.000824491,1,1
111,37,0.40993,0.000818267,1,1
111,35,0.386017,0.000809971,1,1
111,34,0.374028,0.000805041,0,1
111,33,0.360454,0.00079882,1,1
111,31,0.336485,0.000786134,0,1
111,30,0.323711,0.000778454,1,1
111,28,0.300415,0.000762727,0,1
111,27,0.287758,0.000375829,0,4
111,26,0.27545,0.000302029,3,6
111,25,0.263262,0.000732721,0,1
111,24,0.251068,0.000321569,1,5
111,22,0.226377,0.000400748,0,3
111,21,0.21475,0.000257224,1,7
111,20,0.203078,0.000333299,1,4
111,19,0.191465,0.000230394,2,8
111,18,0.179952,0.000639125,1,1
111,17,0.168537,0.000359825,1,3
111,16,0.157324,0.000200687,0,9
111,15,0.145967,0.000195062,1,9
111,14,0.135028,0.00020025,2,8
111,13,0.124096,0.000124625,2,19
111,12,0.113221,0.000131099,5,16
111,11,0.102655,0.000104349,1,23
111,10,0.0922008,9.16691e-05,1,27
111,9,0.0822085,8.41637e-05,3,29
111,8,0.0722109,6.55557e-05,3,42
111,7,0.0623101,4.43751e-05,9,79
111,6,0.0528166,3.61665e-05,7,101
111,5,0.0434704,2.76482e-05,6,142
111,4,0.0342826,1.86071e-05,5,243
111,3,0.0253507,1.17986e-05,12,439
111,2,0.0166664,6.02998e-06,11,1039
111,1,0.00822108,2.33756e-06,26,3114
109,47,0.523216,0.000830978,1,1
109,46,0.511366,0.00083166,0,1
109,40,0.440573,0.000825979,1,1
109,39,0.430054,0.000823695,1,1
109,37,0.404901,0.00081669,0,1
109,35,0.38117,0.000808041,1,1
109,34,0.368501,0.00080259,1,1
109,33,0.356825,0.000797041,0,1
109,31,0.331536,0.000783236,1,1
109,30,0.320281,0.00077628,0,1
109,28,0.295784,0.000759326,0,1
109,27,0.283165,0.000374158,0,4
109,26,0.27164,0.000300841,2,6
109,25,0.258664,0.000728557,1,1
109,24,0.247324,0.000319989,2,5
109,22,0.223262,0.000398765,2,3
109,21,0.211878,0.00025561,1,7
109,20,0.199793,0.000332314,1,4
109,19,0.188377,0.0002285,1,8
109,18,0.176616,0.00063446,1,1
109,17,0.165502,0.000356561,0,3
109,16,0.154572,0.000199348,1,9
109,15,0.143606,0.000193629,1,9
109,14,0.132612,0.000198716,1,8
109,13,0.121905,0.000123897,3,19
109,12,0.111375,0.000130035,3,16
109,11,0.100812,0.000103447,3,23
109,10,0.0908223,9.08867e-05,2,27
109,9,0.0807955,8.32876e-05,0,29
109,8,0.0708152,6.48658e-05,3,42
109,7,0.0612068,4.38606e-05,7,79
109,6,0.0518517,3.58298e-05,6,101
109,5,0.0426338,2.73826e-05,6,142
109,4,0.0336441,1.84994e-05,6,243
109,3,0.0248915,1.17147e-05,17,439
109,2,0.016356,5.993e-06,16,1039
109,1,0.00805771,2.3147e-06,17,3114
103,47,0.506452,0.000831806,0,1
103,46,0.496573,0.000831856,0,1
103,40,0.42679,0.00082291,0,1
103,39,0.413576,0.000819354,0,1
103,37,0.390861,0.000811816,0,1
103,35,0.366225,0.000801549,0,1
103,34,0.356293,0.000796776,1,1
103,33,0.341972,0.000789234,0,1
103,31,0.318388,0.00077506,0,1
103,30,0.306189,0.000766838,0,1
103,28,0.281924,0.000748582,1,1
103,27,0.270776,0.000368078,0,4
103,26,0.259431,0.000296117,4,6
103,25,0.246828,0.000717352,0,1
103,24,0.235764,0.000314849,1,5
103,22,0.213138,0.00039243,2,3
103,21,0.201269,0.000250805,0,7
103,20,0.190274,0.000326004,1,4
103,19,0.179435,0.00022477,1,8
103,18,0.168229,0.000622358,0,1
103,17,0.15676,0.000349077,1,3
103,16,0.146747,0.000194961,2,9
103,15,0.136336,0.000189524,1,9
103,14,0.125829,0.00019466,0,8
103,13,0.115463,0.00012088,4,19
103,12,0.105372,0.000126977,1,16
103,11,0.0955983,0.000101027,2,23
103,10,0.0858172,8.86811e-05,5,27
103,9,0.0763036,8.10151e-05,3,29
103,8,0.0669343,6.34619e-05,3,42
103,7,0.0578883,4.27495e-05,2,79
103,6,0.0488664,3.48523e-05,1,101
103,5,0.0401912,2.66236e-05,6,142
103,4,0.03174,1.79463e-05,4,243
103,3,0.0234735,1.13821e-05,12,439
103,2,0.015404,5.80757e-06,20,1039
103,1,0.00758951,2.25038e-06,25,3114
98,47,0.493988,0.000585211,1,2
98,46,0.482517,0.000583832,0,2
98,40,0.413627,0.000575585,1,2
98,39,0.401303,0.000573775,0,2
98,37,0.377403,0.000567653,1,2
98,35,0.353786,0.000560313,2,2
98,34,0.343241,0.000555179,1,2
98,33,0.330674,0.00055036,2,2
