Bag of Words	Doc2Vec 50k	Doc2Vec 500k	Doc2Vec All	LSTM
0.9968123764934489	0.9945788245018682	0.7166903175155489	0.5290190124572575	0.8600382208824158
0.893278885701773	0.9999007736668604	0.4884292834735416	0.3696190393374926	0.8749412894248962
0.9532226967117687	0.4843846213732908	0.3373254674107962	0.35395932216401416	0.9398085474967957
0.3151139226667794	0.3641073899916252	0.2539571149107965	0.15975245313066172	0.3057461977005005
0.22270168332427617	0.5935600492082538	0.5896659790548808	0.12967829312094287	0.10786496102809906
0.28442263417236247	0.9977925715868641	0.20281954391476556	0.8232763466677795	0.6840052604675293
0.7498002848835237	0.05024238013315697	0.6386134575714394	0.5739326199484952	0.5866347551345825
0.40986560021152874	4.879656096558732e-06	0.6178787373804643	0.16167442928680775	0.44113072752952576
0.14325767332654082	0.2689894774679794	0.16527093550775873	0.20835136417394198	0.2897745370864868
0.4923881222690879	0.005537633109088389	0.2494857482817397	0.11214167428486069	0.2478094846010208
0.6836201024379955	0.41562897255935993	0.5772253818195126	0.20859890493249653	0.7202184796333313
0.9729722416310976	0.4697988821143683	0.5225669852056227	0.41447227759503374	0.9173163771629333
0.1577495334751928	0.38711581505362624	0.7104660234648723	0.4555186587990567	0.4017195999622345
0.15131040290533346	0.00013856685157592248	0.1751785303704225	0.15390188947596742	0.06266991794109344
0.5793901582406359	0.9873217537924289	0.5465658468364327	0.22933301634246675	0.07394783198833466
0.6209310325080607	0.9999477105468728	0.5458821134410652	0.09831853962133208	0.7030298113822937
0.336970315855992	0.5091865020288686	0.41734883872410333	0.35292556448716883	0.2985389232635498
0.685883270008183	0.9968634414022524	0.3997239713283841	0.3909150400003649	0.7392597198486328
0.283820051884932	0.07948675623579178	0.3031871985576893	0.3099062810626745	0.23964440822601318
0.17541990710654115	0.31289461046328887	0.17701088293325207	0.47137452911766176	0.46784356236457825
0.8664839563891211	0.9999975539155282	0.9480177015603217	0.8632762754583415	0.8018432259559631
0.8579139219401235	0.9991777497548753	0.08779341420173013	0.33905325185653384	0.864628255367279
0.07374531766805892	0.5469267966598956	0.5827080221283961	0.5629707393161069	0.8127565979957581
0.6346526791959227	0.0018327838399777223	0.6852168827540549	0.08501239181781428	0.06610152125358582
0.193691973482345	0.038510355928121284	0.5030034547181305	0.5185068224063987	0.39090409874916077
0.15550184834789796	0.13832449524793966	0.27211370537326135	0.06311865749236746	0.08864973485469818
0.03968045999366228	0.9488153864608353	0.7468906845845387	0.5669288748616861	0.1390005499124527
0.9897492975943022	0.5035236078940782	0.3493023330526703	0.8338172351592883	0.8957391381263733
0.5574497375273031	0.6947985914241708	0.5104900966574739	0.23482330018159944	0.1560564935207367
0.5789352138601443	0.0002794042061528857	0.37437831941128547	0.2329131548015132	0.7303789854049683
0.017053985299486055	0.29368335592590844	0.3888743177828173	0.2504908505704421	0.07499013841152191
0.9689502976626397	0.8831328282012022	0.5638292124132706	0.1244225117263219	0.20296667516231537
0.8853894530486341	0.8586559297455887	0.3539823898707164	0.2528639420716312	0.8470836281776428
0.5651632715879419	0.5405518654616487	0.5121701913155586	0.2526768967893288	0.43202582001686096
0.2966075018336886	0.9976313329761785	0.18206214889628863	0.42645056231052864	0.33550989627838135
0.9586323091686421	0.2817727632347505	0.8102372842361159	0.6601811866159708	0.8979220986366272
0.9670564721228324	0.32960934879571063	0.6818090782332996	0.9257104397013323	0.9428885579109192
0.02677239424605374	0.0009219550497975232	0.14685906095764942	0.2329464667148213	0.2108599841594696
0.3562283774644145	0.31498397732631517	0.13966459560800498	0.5579593896796642	0.384634792804718
0.7888717174595742	0.9899738538432253	0.3739026175000892	0.5593220662524967	0.9064617156982422
